q0 (),q1,q2,q3
-1.938049256569825685e-01,4.704432146518216507e-01,-7.119383188803949380e-01,-4.840110150491498953e-01
-1.936596105130846124e-01,4.732168356347250526e-01,-7.107268518778199207e-01,-4.831450338641818387e-01
-1.935249526243643936e-01,4.759814051949027291e-01,-7.095001393522897271e-01,-4.822855449622193147e-01
-1.934008719410213462e-01,4.787368241843567573e-01,-7.082582671968038479e-01,-4.814326358377772896e-01
-1.932872877482053608e-01,4.814829942482864444e-01,-7.070013219995945342e-01,-4.805863932067495070e-01
-1.931841186729933990e-01,4.842198178301362343e-01,-7.057293910371141843e-01,-4.797469030014392954e-01
-1.930912826914027158e-01,4.869471981765829960e-01,-7.044425622669823195e-01,-4.789142503656507177e-01
-1.930086971354404712e-01,4.896650393424635261e-01,-7.031409243208989190e-01,-4.780885196498398937e-01
-1.929362787001907553e-01,4.923732461956407680e-01,-7.018245664975200082e-01,-4.772697944063267750e-01
-1.928739434509349482e-01,4.950717244218099111e-01,-7.004935787552967197e-01,-4.764581573845680373e-01
-1.928216068303099107e-01,4.977603805292429850e-01,-6.991480517052812704e-01,-4.756536905264899806e-01
-1.927791836654980662e-01,5.004391218534718355e-01,-6.977880766038955240e-01,-4.748564749618836567e-01
-1.927465881754539812e-01,5.031078565619098164e-01,-6.964137453456672455e-01,-4.740665910038618924e-01
-1.927237339781621428e-01,5.057664936584120863e-01,-6.950251504559313842e-01,-4.732841181443762091e-01
-1.927105340979300141e-01,5.084149429877724558e-01,-6.936223850834991600e-01,-4.725091350497984122e-01
-1.927069009727119808e-01,5.110531152401586175e-01,-6.922055429932936210e-01,-4.717417195565621335e-01
-1.927127464614659669e-01,5.136809219554852035e-01,-6.907747185589530048e-01,-4.709819486668683775e-01
-1.927279818515416909e-01,5.162982755277227831e-01,-6.893300067554034571e-01,-4.702298985444532953e-01
-1.927525178660991767e-01,5.189050892091451317e-01,-6.878715031513988887e-01,-4.694856445104187426e-01
-1.927862646715588490e-01,5.215012771145117743e-01,-6.863993039020312992e-01,-4.687492610391268966e-01
-1.928291318850800240e-01,5.240867542251881339e-01,-6.849135057412121252e-01,-4.680208217541571014e-01
-1.928810285820702353e-01,5.266614363932009546e-01,-6.834142059741199482e-01,-4.673003994243274395e-01
-1.929418633037225661e-01,5.292252403452309961e-01,-6.819015024696252203e-01,-4.665880659597798630e-01
-1.930115440645810698e-01,5.317780836865395599e-01,-6.803754936526805741e-01,-4.658838924081289967e-01
-1.930899783601352226e-01,5.343198849048331756e-01,-6.788362784966868180e-01,-4.651879489506758336e-01
-1.931770731744400782e-01,5.368505633740610072e-01,-6.772839565158309538e-01,-4.645003048986859895e-01
-1.932727349877640943e-01,5.393700393581495334e-01,-6.757186277573951072e-01,-4.638210286897316292e-01
-1.933768697842631890e-01,5.418782340146708343e-01,-6.741403927940418095e-01,-4.631501878840996733e-01
-1.934893830596794428e-01,5.443750693984469313e-01,-6.725493527160729679e-01,-4.624878491612642861e-01
-1.936101798290661979e-01,5.468604684650872905e-01,-6.709456091236610797e-01,-4.618340783164245344e-01
-1.937391646345369423e-01,5.493343550744623771e-01,-6.693292641190593528e-01,-4.611889402571081598e-01
-1.938762415530382310e-01,5.517966539941100423e-01,-6.677004202987854020e-01,-4.605524989998401875e-01
-1.940213142041462557e-01,5.542472909025768502e-01,-6.660591807457798552e-01,-4.599248176668779831e-01
-1.941742857578862280e-01,5.566861923926930134e-01,-6.644056490215463073e-01,-4.593059584830116449e-01
-1.943350589425745512e-01,5.591132859747812711e-01,-6.627399291582648511e-01,-4.586959827724312877e-01
-1.945035360526818080e-01,5.615285000797993753e-01,-6.610621256508841803e-01,-4.580949509556599963e-01
-1.946796189567181756e-01,5.639317640624155192e-01,-6.593723434491940427e-01,-4.575029225465531146e-01
-1.948632091051390181e-01,5.663230082040182634e-01,-6.576706879498742664e-01,-4.569199561493647588e-01
-1.950542075382704355e-01,5.687021637156577381e-01,-6.559572649885263562e-01,-4.563461094558806663e-01
-1.952525148942550470e-01,5.710691627409223425e-01,-6.542321808316819975e-01,-4.557814392426177141e-01
-1.954580314170162314e-01,5.734239383587454997e-01,-6.524955421687945734e-01,-4.552260013680908823e-01
-1.956706569642412685e-01,5.757664245861480179e-01,-6.507474561042114747e-01,-4.546798507701469427e-01
-1.958902910153824950e-01,5.780965563809103980e-01,-6.489880301491277592e-01,-4.541430414633658152e-01
-1.961168326796753902e-01,5.804142696441800808e-01,-6.472173722135229346e-01,-4.536156265365286488e-01
-1.963501807041738989e-01,5.827195012230090843e-01,-6.454355905980794228e-01,-4.530976581501544587e-01
-1.965902334818024344e-01,5.850121889128251373e-01,-6.436427939860867031e-01,-4.525891875341031545e-01
-1.968368890594223430e-01,5.872922714598346472e-01,-6.418390914353268029e-01,-4.520902649852470145e-01
-1.970900451459151881e-01,5.895596885633576090e-01,-6.400245923699470207e-01,-4.516009398652101048e-01
-1.973495991202793287e-01,5.918143808780944592e-01,-6.381994065723158860e-01,-4.511212605981750334e-01
-1.976154480397410707e-01,5.940562900163250948e-01,-6.363636441748663497e-01,-4.506512746687580950e-01
-1.978874886478796669e-01,5.962853585500389464e-01,-6.345174156519234332e-01,-4.501910286199524158e-01
-1.981656173827644474e-01,5.985015300129983284e-01,-6.326608318115211071e-01,-4.497405680511397108e-01
-1.984497303851050221e-01,6.007047489027310672e-01,-6.307940037872050709e-01,-4.492999376161690428e-01
-1.987397235064130574e-01,6.028949606824569596e-01,-6.289170430298227643e-01,-4.488691810215059141e-01
-1.990354923171749058e-01,6.050721117829435114e-01,-6.270300612993044975e-01,-4.484483410244475277e-01
-1.993369321150359474e-01,6.072361496042960605e-01,-6.251331706564319246e-01,-4.480374594314084913e-01
-1.996439379329935926e-01,6.093870225176751809e-01,-6.232264834545953036e-01,-4.476365770962740243e-01
-1.999564045476016072e-01,6.115246798669491390e-01,-6.213101123315437624e-01,-4.472457339188216086e-01
-2.002742264871815170e-01,6.136490719702758501e-01,-6.193841702011242401e-01,-4.468649688432122513e-01
-2.005972980400439476e-01,6.157601501216150020e-01,-6.174487702450116577e-01,-4.464943198565493043e-01
-2.009255132627173479e-01,6.178578665921741209e-01,-6.155040259044329831e-01,-4.461338239875070055e-01
-2.012587659881833746e-01,6.199421746317823612e-01,-6.135500508718816359e-01,-4.457835173050271882e-01
-2.015969498341204924e-01,6.220130284701986811e-01,-6.115869590828267865e-01,-4.454434349170851570e-01
-2.019399582111518487e-01,6.240703833183484095e-01,-6.096148647074145499e-01,-4.451136109695238985e-01
-2.022876843311003925e-01,6.261141953694915330e-01,-6.076338821421647385e-01,-4.447940786449580131e-01
-2.026400212152481006e-01,6.281444218003231494e-01,-6.056441260016621753e-01,-4.444848701617459819e-01
-2.029968617026001454e-01,6.301610207720036438e-01,-6.036457111102424555e-01,-4.441860167730311004e-01
-2.033580984581526974e-01,6.321639514311194752e-01,-6.016387524936747111e-01,-4.438975487658523011e-01
-2.037236239811637539e-01,6.341531739105763510e-01,-5.996233653708404887e-01,-4.436194954603225327e-01
-2.040933306134279646e-01,6.361286493304224576e-01,-5.975996651454087427e-01,-4.433518852088774720e-01
-2.044671105475519834e-01,6.380903397986018577e-01,-5.955677673975104947e-01,-4.430947453955922377e-01
-2.048448558352329585e-01,6.400382084116404968e-01,-5.935277878754097181e-01,-4.428481024355673812e-01
-2.052264583955372423e-01,6.419722192552621554e-01,-5.914798424871730020e-01,-4.426119817743838225e-01
-2.056118100231796308e-01,6.438923374049353443e-01,-5.894240472923406582e-01,-4.423864078876265093e-01
-2.060008023968033786e-01,6.457985289263511453e-01,-5.873605184935950518e-01,-4.421714042804770761e-01
-2.063933270872581049e-01,6.476907608758334378e-01,-5.852893724284310428e-01,-4.419669934873754480e-01
-2.067892755658783666e-01,6.495690013006771846e-01,-5.832107255608258711e-01,-4.417731970717500012e-01
-2.071885392127589542e-01,6.514332192394212129e-01,-5.811246944729134833e-01,-4.415900356258168347e-01
-2.075910093250284416e-01,6.532833847220498313e-01,-5.790313958566574160e-01,-4.414175287704475981e-01
-2.079965771251205686e-01,6.551194687701262787e-01,-5.769309465055287856e-01,-4.412556951551060980e-01
-2.084051337690407402e-01,6.569414433968573386e-01,-5.748234633061863885e-01,-4.411045524578535160e-01
-2.088165703546298047e-01,6.587492816070895651e-01,-5.727090632301612416e-01,-4.409641173854220719e-01
-2.092307779298227532e-01,6.605429573972363411e-01,-5.705878633255452304e-01,-4.408344056733581318e-01
-2.096476475009024232e-01,6.623224457551358801e-01,-5.684599807086846424e-01,-4.407154320862322061e-01
-2.100670700407473723e-01,6.640877226598420613e-01,-5.663255325558791409e-01,-4.406072104179191706e-01
-2.104889364970737309e-01,6.658387650813456515e-01,-5.641846360950866224e-01,-4.405097534919450997e-01
-2.109131378006701141e-01,6.675755509802273613e-01,-5.620374085976354017e-01,-4.404230731619040995e-01
-2.113395648736255961e-01,6.692980593072425100e-01,-5.598839673699431696e-01,-4.403471803119420325e-01
-2.117681086375490518e-01,6.710062700028376348e-01,-5.577244297452423893e-01,-4.402820848573086310e-01
-2.121986600217806718e-01,6.727001639965984880e-01,-5.555589130753170179e-01,-4.402277957449787782e-01
-2.126311099715942621e-01,6.743797232066308656e-01,-5.533875347222441121e-01,-4.401843209543394586e-01
-2.130653494563900796e-01,6.760449305388721575e-01,-5.512104120501486459e-01,-4.401516674979468746e-01
-2.135012694778772313e-01,6.776957698863363966e-01,-5.490276624169654340e-01,-4.401298414223501765e-01
-2.139387610782457760e-01,6.793322261282904728e-01,-5.468394031662130450e-01,-4.401188478089828049e-01
-2.143777153483275577e-01,6.809542851293624022e-01,-5.446457516187780401e-01,-4.401186907751213906e-01
-2.148180234357448815e-01,6.825619337385843144e-01,-5.424468250647109802e-01,-4.401293734749124331e-01
-2.152595765530476712e-01,6.841551597883649416e-01,-5.402427407550355332e-01,-4.401508981004659815e-01
-2.157022659858365832e-01,6.857339520933968258e-01,-5.380336158935685731e-01,-4.401832658830165945e-01
-2.161459831008742394e-01,6.872983004494953585e-01,-5.358195676287538234e-01,-4.402264770941509697e-01
-2.165906193541810021e-01,6.888481956323718736e-01,-5.336007130455114877e-01,-4.402805310471032962e-01
-2.170360662991171752e-01,6.903836293963389048e-01,-5.313771691570988720e-01,-4.403454260981163881e-01
-2.174822155944496072e-01,6.919045944729481645e-01,-5.291490528969883256e-01,-4.404211596478701529e-01
-2.179289590124036669e-01,6.934110845695634628e-01,-5.269164811107597268e-01,-4.405077281429763958e-01
-2.183761884466978165e-01,6.949030943678656813e-01,-5.246795705480085115e-01,-4.406051270775395157e-01
-2.188237959205621974e-01,6.963806195222930207e-01,-5.224384378542716867e-01,-4.407133509947840366e-01
-2.192716735947403128e-01,6.978436566584129697e-01,-5.201931995629685002e-01,-4.408323934887478091e-01
-2.197197137754722251e-01,6.992922033712302143e-01,-5.179439720873608710e-01,-4.409622472060410470e-01
-2.201678089224599622e-01,7.007262582234276005e-01,-5.156908717125305852e-01,-4.411029038476711461e-01
-2.206158516568144101e-01,7.021458207435415932e-01,-5.134340145873762529e-01,-4.412543541709326167e-01
-2.210637347689816123e-01,7.035508914240726774e-01,-5.111735167166281402e-01,-4.414165879913633517e-01
-2.215113512266511653e-01,7.049414717195301439e-01,-5.089094939528839845e-01,-4.415895941847651773e-01
-2.219585941826419662e-01,7.063175640444121495e-01,-5.066420619886631282e-01,-4.417733606892891296e-01
-2.224053569827693644e-01,7.076791717711192753e-01,-5.043713363484841894e-01,-4.419678745075866222e-01
-2.228515331736887761e-01,7.090262992278060228e-01,-5.020974323809617168e-01,-4.421731217090242305e-01
-2.232970165107185934e-01,7.103589516961655859e-01,-4.998204652509251056e-01,-4.423890874319634237e-01
-2.237417009656401667e-01,7.116771354091506741e-01,-4.975405499315610491e-01,-4.426157558861041341e-01
-2.241854807344752509e-01,7.129808575486312749e-01,-4.952578011965769189e-01,-4.428531103548923320e-01
-2.246282502452388030e-01,7.142701262429872466e-01,-4.929723336123891797e-01,-4.431011331979918255e-01
-2.250699041656690491e-01,7.155449505646378494e-01,-4.906842615303350086e-01,-4.433598058538192332e-01
-2.255103374109320713e-01,7.168053405275074397e-01,-4.883936990789077282e-01,-4.436291088421417950e-01
-2.259494451513020252e-01,7.180513070844281032e-01,-4.861007601560188296e-01,-4.439090217667397420e-01
-2.263871228198146568e-01,7.192828621244794496e-01,-4.838055584212830329e-01,-4.441995233181301184e-01
-2.268232661198963385e-01,7.205000184702649024e-01,-4.815082072883313247e-01,-4.445005912763537737e-01
-2.272577710329647394e-01,7.217027898751263715e-01,-4.792088199171499197e-01,-4.448122025138254165e-01
-2.276905338260040712e-01,7.228911910202956426e-01,-4.769075092064450350e-01,-4.451343329982445640e-01
-2.281214510591115796e-01,7.240652375119844830e-01,-4.746043877860369742e-01,-4.454669577955698845e-01
-2.285504195930158078e-01,7.252249458784114644e-01,-4.722995680092804127e-01,-4.458100510730535482e-01
-2.289773365965676322e-01,7.263703335667697214e-01,-4.699931619455144927e-01,-4.461635861023390826e-01
-2.294020995542003227e-01,7.275014189401305398e-01,-4.676852813725405622e-01,-4.465275352626185135e-01
-2.298246062733617368e-01,7.286182212742877695e-01,-4.653760377691307792e-01,-4.469018700438515679e-01
-2.302447548919151210e-01,7.297207607545410646e-01,-4.630655423075654142e-01,-4.472865610500454392e-01
-2.306624438855099102e-01,7.308090584724173944e-01,-4.607539058462012393e-01,-4.476815780025942271e-01
-2.310775720749218554e-01,7.318831364223334912e-01,-4.584412389220705597e-01,-4.480868897436794396e-01
-2.314900386333603455e-01,7.329430174981985679e-01,-4.561276517435118860e-01,-4.485024642397297812e-01
-2.318997430937453919e-01,7.339887254899560842e-01,-4.538132541828321376e-01,-4.489282685849410592e-01
-2.323065853559501126e-01,7.350202850800664489e-01,-4.514981557690015967e-01,-4.493642690048542110e-01
-2.327104656940125471e-01,7.360377218399307697e-01,-4.491824656803812821e-01,-4.498104308599939483e-01
-2.331112847633116658e-01,7.370410622262569822e-01,-4.468662927374836280e-01,-4.502667186495651896e-01
-2.335089436077111558e-01,7.380303335773636952e-01,-4.445497453957678036e-01,-4.507330960152075017e-01
-2.339033436666679566e-01,7.390055641094299688e-01,-4.422329317384680603e-01,-4.512095257448089924e-01
-2.342943867823059634e-01,7.399667829126849172e-01,-4.399159594694571629e-01,-4.516959697763766601e-01
-2.346819752064552844e-01,7.409140199475396926e-01,-4.375989359061462358e-01,-4.521923892019654723e-01
-2.350660116076536688e-01,7.418473060406626240e-01,-4.352819679724180824e-01,-4.526987442716632892e-01
-2.354463990781141547e-01,7.427666728809961816e-01,-4.329651621915984183e-01,-4.532149943976341855e-01
-2.358230411406541382e-01,7.436721530157193172e-01,-4.306486246794629658e-01,-4.537410981582173930e-01
-2.361958417555880263e-01,7.445637798461514079e-01,-4.283324611372811286e-01,-4.542770133020824774e-01
-2.365647053275822531e-01,7.454415876236010208e-01,-4.260167768448985259e-01,-4.548226967524414133e-01
-2.369295367124720497e-01,7.463056114451581680e-01,-4.237016766538557189e-01,-4.553781046113145603e-01
-2.372902412240396053e-01,7.471558872494322712e-01,-4.213872649805465720e-01,-4.559431921638542606e-01
-2.376467246407535927e-01,7.479924518122337274e-01,-4.190736457994153064e-01,-4.565179138827210048e-01
-2.379988932124686152e-01,7.488153427422016284e-01,-4.167609226361915220e-01,-4.571022234325156086e-01
-2.383466536670861002e-01,7.496245984763768577e-01,-4.144491985611672424e-01,-4.576960736742659019e-01
-2.386899132171730609e-01,7.504202582757207862e-01,-4.121385761825116512e-01,-4.582994166699659311e-01
-2.390285795665419155e-01,7.512023622205799001e-01,-4.098291576396282943e-01,-4.589122036871700616e-01
-2.393625609167879809e-01,7.519709512060983592e-01,-4.075210445965518624e-01,-4.595343852036402610e-01
-2.396917659737859141e-01,7.527260669375763769e-01,-4.052143382353876055e-01,-4.601659109120447844e-01
-2.400161039541439667e-01,7.534677519257755307e-01,-4.029091392497918256e-01,-4.608067297247114280e-01
-2.403354845916158278e-01,7.541960494821737804e-01,-4.006055478384943913e-01,-4.614567897784315753e-01
-2.406498181434698347e-01,7.549110037141656404e-01,-3.983036636988651069e-01,-4.621160384393159237e-01
-2.409590153968147463e-01,7.556126595202135032e-01,-3.960035860205219360e-01,-4.627844223077032804e-01
2.412629876748819402e-01,-7.563010625849460045e-01,3.937054134789835791e-01,4.634618872231178188e-01
2.415616468432630615e-01,-7.569762593742060952e-01,3.914092442293653495e-01,4.641483782692796267e-01
2.418549053161041518e-01,-7.576382971300490432e-01,3.891151759001197918e-01,4.648438397791634924e-01
2.421426760622542584e-01,-7.582872238656892527e-01,3.868233055868220416e-01,4.655482153401089840e-01
2.424248726113686081e-01,-7.589230883603983457e-01,3.845337298460000941e-01,4.662614477989789341e-01
2.427014090599666774e-01,-7.595459401543543931e-01,3.822465446890106477e-01,4.669834792673682733e-01
2.429722000774437451e-01,-7.601558295434404089e-01,3.799618455759609104e-01,4.677142511268609359e-01
2.432371609120360934e-01,-7.607528075739957707e-01,3.776797274096765356e-01,4.684537040343343395e-01
2.434962073967396057e-01,-7.613369260375194569e-01,3.754002845297167990e-01,4.692017779273136013e-01
2.437492559551809046e-01,-7.619082374653252110e-01,3.731236107064362373e-01,4.699584120293721079e-01
2.439962236074407209e-01,-7.624667951231489660e-01,3.708497991350938605e-01,4.707235448555792123e-01
2.442370279758299401e-01,-7.630126530057098622e-01,3.685789424300104922e-01,4.714971142179948949e-01
2.444715872906163823e-01,-7.635458658312254121e-01,3.663111326187739047e-01,4.722790572312113300e-01
2.446998203957038986e-01,-7.640664890358789263e-01,3.640464611364931380e-01,4.730693103179395842e-01
2.449216467542614240e-01,-7.645745787682428629e-01,3.617850188201008899e-01,4.738678092146418885e-01
2.451369864543031241e-01,-7.650701918836551041e-01,3.595268959027057010e-01,4.746744889772095410e-01
2.453457602142187777e-01,-7.655533859385533768e-01,3.572721820079943766e-01,4.754892839866846632e-01
2.455478893882535596e-01,-7.660242191847612681e-01,3.550209661446830367e-01,4.763121279550275311e-01
2.457432959719381138e-01,-7.664827505637341609e-01,3.527733367010197352e-01,4.771429539309260948e-01
2.459319026074665848e-01,-7.669290397007583193e-01,3.505293814393371510e-01,4.779816943056500733e-01
2.461136325890248000e-01,-7.673631468991091165e-01,3.482891874906568486e-01,4.788282808189474604e-01
2.462884098680658551e-01,-7.677851331341657426e-01,3.460528413493443312e-01,4.796826445649838844e-01
2.464561590585341300e-01,-7.681950600474831692e-01,3.438204288678162190e-01,4.805447159983235461e-01
2.466168054420375677e-01,-7.685929899408231458e-01,3.415920352512994973e-01,4.814144249399524012e-01
2.467702749729668854e-01,-7.689789857701433418e-01,3.393677450526429995e-01,4.822917005833422532e-01
2.469164942835617715e-01,-7.693531111395459643e-01,3.371476421671817936e-01,4.831764715005557043e-01
2.470553906889245976e-01,-7.697154302951844107e-01,3.349318098276541922e-01,4.840686656483910166e-01
2.471868921919799789e-01,-7.700660081191328388e-01,3.327203305991731641e-01,4.849682103745675543e-01
2.473109274883806830e-01,-7.704049101232128827e-01,3.305132863742497040e-01,4.858750324239499707e-01
2.474274259713596935e-01,-7.707322024427829543e-01,3.283107583678722685e-01,4.867890579448113653e-01
2.475363177365275391e-01,-7.710479518304890201e-01,3.261128271126387257e-01,4.877102124951359086e-01
2.476375335866148331e-01,-7.713522256499771856e-01,3.239195724539439269e-01,4.886384210489582713e-01
2.477310050361598015e-01,-7.716450918695665351e-01,3.217310735452216797e-01,4.895736080027408565e-01
2.478166643161411609e-01,-7.719266190558878860e-01,3.195474088432428417e-01,4.905156971817889455e-01
2.478944443785539575e-01,-7.721968763674831315e-01,3.173686561034672060e-01,4.914646118467018154e-01
2.479642789009308124e-01,-7.724559335483695000e-01,3.151948923754527843e-01,4.924202746998594393e-01
2.480261022908063773e-01,-7.727038609215676201e-01,3.130261939983207120e-01,4.933826078919472113e-01
2.480798496901250871e-01,-7.729407293825941716e-01,3.108626365962757765e-01,4.943515330285118692e-01
2.481254569795930121e-01,-7.731666103929197842e-01,3.087042950741846203e-01,4.953269711765571071e-01
2.481628607829715616e-01,-7.733815759733916328e-01,3.065512436132101226e-01,4.963088428711689426e-01
2.481919984713147065e-01,-7.735856986976240579e-01,3.044035556665032338e-01,4.972970681221776656e-01
2.482128081671482467e-01,-7.737790516853526590e-01,3.022613039549522096e-01,4.982915664208522610e-01
2.482252287485917086e-01,-7.739617085957587461e-01,3.001245604629894648e-01,4.992922567466275274e-01
2.482291998534212896e-01,-7.741337436207587075e-01,2.979933964344566033e-01,5.002990575738637258e-01
2.482246618830755147e-01,-7.742952314782626244e-01,2.958678823685272352e-01,5.013118868786374804e-01
2.482115560066014692e-01,-7.744462474054004675e-01,2.937480880156886909e-01,5.023306621455654319e-01
2.481898241645428826e-01,-7.745868671517186499e-01,2.916340823737822996e-01,5.033553003746568111e-01
2.481594090727683166e-01,-7.747171669723447174e-01,2.895259336841019548e-01,5.043857180881984315e-01
2.481202542262411770e-01,-7.748372236211221731e-01,2.874237094275535198e-01,5.054218313376678262e-01
2.480723039027288856e-01,-7.749471143437166587e-01,2.853274763208713538e-01,5.064635557106763608e-01
2.480155031664536269e-01,-7.750469168706916046e-01,2.832373003128966227e-01,5.075108063379422108e-01
2.479497978716818651e-01,-7.751367094105567901e-01,2.811532465809140069e-01,5.085634979002898737e-01
2.478751346662546595e-01,-7.752165706427880387e-01,2.790753795270490834e-01,5.096215446356787693e-01
2.477914609950568892e-01,-7.752865797108192680e-01,2.770037627747261588e-01,5.106848603462590397e-01
2.476987251034261373e-01,-7.753468162150082277e-01,2.749384591651859999e-01,5.117533584054537732e-01
2.475968760405008740e-01,-7.753973602055748149e-01,2.728795307540651249e-01,5.128269517650685394e-01
2.474858636625071329e-01,-7.754382921755141878e-01,2.708270388080349922e-01,5.139055529624251273e-01
2.473656386359843751e-01,-7.754696930534834554e-01,2.687810438015033054e-01,5.149890741275219286e-01
2.472361524409498745e-01,-7.754916441966638319e-01,2.667416054133759928e-01,5.160774269902190792e-01
2.470973573740010698e-01,-7.755042273835998090e-01,2.647087825238808589e-01,5.171705228874473592e-01
2.469492065513567702e-01,-7.755075248070107952e-01,2.626826332114531315e-01,5.182682727704409631e-01
2.467916539118357178e-01,-7.755016190665826592e-01,2.606632147496822927e-01,5.193705872119932510e-01
2.466246542197733649e-01,-7.754865931617350716e-01,2.586505836043218598e-01,5.204773764137365921e-01
2.464481630678763691e-01,-7.754625304843663081e-01,2.566447954303605616e-01,5.215885502134426366e-01
2.462621368800140265e-01,-7.754295148115759595e-01,2.546459050691562975e-01,5.227040180923455681e-01
2.460665329139478941e-01,-7.753876302983674362e-01,2.526539665456328243e-01,5.238236891824856745e-01
2.458613092639976017e-01,-7.753369614703280455e-01,2.506690330655384491e-01,5.249474722740741228e-01
2.456464248636446857e-01,-7.752775932162899730e-01,2.486911570127685600e-01,5.260752758228779413e-01
2.454218394880722798e-01,-7.752096107809708370e-01,2.467203899467504957e-01,5.272070079576238744e-01
2.451875137566421614e-01,-7.751330997575952564e-01,2.447567825998918090e-01,5.283425764874219999e-01
2.449434091353084042e-01,-7.750481460804982126e-01,2.428003848750919791e-01,5.294818889092081093e-01
2.446894879389667488e-01,-7.749548360177080930e-01,2.408512458433170189e-01,5.306248524152024082e-01
2.444257133337413568e-01,-7.748532561635156357e-01,2.389094137412388075e-01,5.317713739003885332e-01
2.441520493392065061e-01,-7.747434934310211130e-01,2.369749359689367341e-01,5.329213599700063364e-01
2.438684608305454748e-01,-7.746256350446705241e-01,2.350478590876644569e-01,5.340747169470642097e-01
2.435749135406444221e-01,-7.744997685327699166e-01,2.331282288176798057e-01,5.352313508798647312e-01
2.432713740621226250e-01,-7.743659817199884943e-01,2.312160900361388827e-01,5.363911675495462994e-01
2.429578098492981009e-01,-7.742243627198440725e-01,2.293114867750549180e-01,5.375540724776414203e-01
2.426341892200891137e-01,-7.740749999271767656e-01,2.274144622193207677e-01,5.387199709336462083e-01
2.423004813578506500e-01,-7.739179820106047991e-01,2.255250587047962496e-01,5.398887679426063180e-01
2.419566563131470005e-01,-7.737533979049714405e-01,2.236433177164596775e-01,5.410603682927140889e-01
2.416026850054587838e-01,-7.735813368037751658e-01,2.217692798866244819e-01,5.422346765429201243e-01
2.412385392248259375e-01,-7.734018881515903887e-01,2.199029849932197522e-01,5.434115970305554155e-01
2.408641916334250677e-01,-7.732151416364745344e-01,2.180444719581365320e-01,5.445910338789656802e-01
2.404796157670826273e-01,-7.730211871823647884e-01,2.161937788456381737e-01,5.457728910051568016e-01
2.400847860367222864e-01,-7.728201149414637428e-01,2.143509428608361134e-01,5.469570721274518155e-01
2.396796777297476311e-01,-7.726120152866156054e-01,2.125160003482302606e-01,5.481434807731544456e-01
2.392642670113595826e-01,-7.723969788036717521e-01,2.106889867903151692e-01,5.493320202862266299e-01
2.388385309258083955e-01,-7.721750962838480614e-01,2.088699368062505168e-01,5.505225938349712633e-01
2.384024473975804859e-01,-7.719464587160727032e-01,2.070588841505972000e-01,5.517151044197251553e-01
2.379559952325199512e-01,-7.717111572793275975e-01,2.052558617121190698e-01,5.529094548805595366e-01
2.374991541188844479e-01,-7.714692833349808820e-01,2.034609015126491172e-01,5.541055479049865617e-01
2.370319046283357878e-01,-7.712209284191137160e-01,2.016740347060218541e-01,5.553032860356745815e-01
2.365542282168649202e-01,-7.709661842348388694e-01,1.998952915770706995e-01,5.565025716781676346e-01
2.360661072256513282e-01,-7.707051426446157594e-01,1.981247015406907008e-01,5.577033071086114902e-01
2.355675248818570600e-01,-7.704378956625588248e-01,1.963622931409670369e-01,5.589053944814852404e-01
2.350584652993549517e-01,-7.701645354467421267e-01,1.946080940503689960e-01,5.601087358373357805e-01
2.345389134793911812e-01,-7.698851542914982860e-01,1.928621310690090962e-01,5.613132331105180617e-01
2.340088553111823455e-01,-7.695998446197150900e-01,1.911244301239683197e-01,5.625187881369376752e-01
2.334682775724467585e-01,-7.693086989751291016e-01,1.893950162686862948e-01,5.637253026617957685e-01
2.329171679298700504e-01,-7.690118100146156044e-01,1.876739136824178700e-01,5.649326783473389568e-01
2.323555149395052921e-01,-7.687092705004776594e-01,1.859611456697542464e-01,5.661408167806072367e-01
2.317833080471070062e-01,-7.684011732927334970e-01,1.842567346602106970e-01,5.673496194811863402e-01
2.312005375884001734e-01,-7.680876113414022432e-01,1.825607022078790664e-01,5.685589879089590903e-01
2.306071947892826823e-01,-7.677686776787898681e-01,1.808730689911464129e-01,5.697688234718569777e-01
2.300032717659629411e-01,-7.674444654117762443e-01,1.791938548124787645e-01,5.709790275336122933e-01
2.293887615250314038e-01,-7.671150677141013174e-01,1.775230785982707948e-01,5.721895014215083730e-01
2.287636579634664269e-01,-7.667805778186523868e-01,1.758607583987607803e-01,5.734001464341286214e-01
2.281279558685750108e-01,-7.664410890097566043e-01,1.742069113880112541e-01,5.746108638491038700e-01
2.274816509178673729e-01,-7.660966946154705859e-01,1.725615538639548308e-01,5.758215549308564052e-01
2.268247396788662940e-01,-7.657474879998773520e-01,1.709247012485057837e-01,5.770321209383417749e-01
2.261572196088508790e-01,-7.653935625553845989e-01,1.692963680877367927e-01,5.782424631327863773e-01
2.254790890545353421e-01,-7.650350116950274115e-01,1.676765680521214164e-01,5.794524827854210525e-01
2.247903472516812051e-01,-7.646719288447754170e-01,1.660653139368409581e-01,5.806620811852086783e-01
2.240909943246455760e-01,-7.643044074358451567e-01,1.644626176621581115e-01,5.818711596465698799e-01
2.233810312858632019e-01,-7.639325408970188969e-01,1.628684902738541662e-01,5.830796195170983021e-01
2.226604600352636021e-01,-7.635564226469674365e-01,1.612829419437324385e-01,5.842873621852736621e-01
2.219292833596230308e-01,-7.631761460865817970e-01,1.597059819701865391e-01,5.854942890881643658e-01
