ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
-2.272884386197531748e-01,3.182673384511932380e+00,-2.335636842805534741e+00
-2.339488975522977243e-01,3.165168847385172235e+00,-2.350166099568851585e+00
-2.405995053156549379e-01,3.147588803952805492e+00,-2.364571751370394104e+00
-2.472402416509185685e-01,3.129934107721673797e+00,-2.378853357044814931e+00
-2.538710863292544806e-01,3.112205615000180892e+00,-2.393010481279133739e+00
-2.604920191519613515e-01,3.094404184858182028e+00,-2.407042694631424062e+00
-2.671030199505275982e-01,3.076530679086744158e+00,-2.420949573549224798e+00
-2.737040685866987677e-01,3.058585962157777782e+00,-2.434730700387672364e+00
-2.802951449525372118e-01,3.040570901183551111e+00,-2.448385663427359749e+00
-2.868762289704791524e-01,3.022486365876077219e+00,-2.461914056891913116e+00
-2.934473005934024603e-01,3.004333228506378628e+00,-2.475315480965293080e+00
-3.000083398046842764e-01,2.986112363863642649e+00,-2.488589541808811756e+00
-3.065593266182596310e-01,2.967824649214251043e+00,-2.501735851577876257e+00
-3.131002410786879464e-01,2.949470964260700878e+00,-2.514754028438440425e+00
-3.196310632612079372e-01,2.931052191100409487e+00,-2.527643696583187438e+00
-3.261517732718045570e-01,2.912569214184411948e+00,-2.540404486247416216e+00
-3.326623512472630106e-01,2.894022920275947985e+00,-2.553036033724652931e+00
-3.391627773552337022e-01,2.875414198408944966e+00,-2.565537981381975197e+00
-3.456530317942911323e-01,2.856743939846387637e+00,-2.577909977675049369e+00
-3.521330947939956824e-01,2.838013038038601277e+00,-2.590151677162885413e+00
-3.586029466149516787e-01,2.819222388581415828e+00,-2.602262740522300444e+00
-3.650625675488671784e-01,2.800372889174245206e+00,-2.614242834562100715e+00
-3.715119379186175297e-01,2.781465439578063581e+00,-2.626091632236969176e+00
-3.779510380783017154e-01,2.762500941573286184e+00,-2.637808812661069702e+00
-3.843798484133040261e-01,2.743480298917561733e+00,-2.649394061121357336e+00
-3.907983493403535125e-01,2.724404417303467607e+00,-2.660847069090603423e+00
-3.972065213075829937e-01,2.705274204316125974e+00,-2.672167534240124986e+00
-4.036043447945892870e-01,2.686090569390720884e+00,-2.683355160452227217e+00
-4.099918003124933819e-01,2.666854423769940752e+00,-2.694409657832347538e+00
-4.163688684039956178e-01,2.647566680461333810e+00,-2.705330742720920334e+00
-4.227355296434434084e-01,2.628228254194580948e+00,-2.716118137704929048e+00
-4.290917646368814786e-01,2.608840061378695729e+00,-2.726771571629184709e+00
-4.354375540221152585e-01,2.589403020059141802e+00,-2.737290779607295832e+00
-4.417728784687700583e-01,2.569918049874877042e+00,-2.747675503032349642e+00
-4.480977186783494659e-01,2.550386072015327965e+00,-2.757925489587301993e+00
-4.544120553842921351e-01,2.530808009177293538e+00,-2.768040493255059076e+00
-4.607158693520341797e-01,2.511184785521768603e+00,-2.778020274328276695e+00
-4.670091413790654067e-01,2.491517326630725560e+00,-2.787864599418854006e+00
-4.732918522949871587e-01,2.471806559463802788e+00,-2.797573241467137262e+00
-4.795639829615721550e-01,2.452053412314954439e+00,-2.807145979750814480e+00
-4.858255142728231668e-01,2.432258814769020727e+00,-2.816582599893526329e+00
-4.920764271550299718e-01,2.412423697658258259e+00,-2.825882893873168378e+00
-4.983167025668276962e-01,2.392548993018796644e+00,-2.835046660029896248e+00
-5.045463214992547130e-01,2.372635634047056463e+00,-2.844073703073838555e+00
-5.107652649758123165e-01,2.352684555056100191e+00,-2.852963834092497208e+00
-5.169735140525196782e-01,2.332696691431948466e+00,-2.861716870557861725e+00
-5.231710498179736879e-01,2.312672979589832423e+00,-2.870332636333213561e+00
-5.293578533934056862e-01,2.292614356930413599e+00,-2.878810961679632907e+00
-5.355339059327383078e-01,2.272521761795953665e+00,-2.887151683262204838e+00
-5.416991886226445452e-01,2.252396133426441516e+00,-2.895354644155926138e+00
-5.478536826826052586e-01,2.232238411915682619e+00,-2.903419693851303940e+00
-5.539973693649626885e-01,2.212049538167351947e+00,-2.911346688259662141e+00
-5.601302299549830721e-01,2.191830453851008720e+00,-2.919135489718134746e+00
-5.662522457709087131e-01,2.171582101358077388e+00,-2.926785966994368327e+00
-5.723633981640177115e-01,2.151305423757802426e+00,-2.934297995290912731e+00
-5.784636685186798077e-01,2.131001364753165372e+00,-2.941671456249312477e+00
-5.845530382524145585e-01,2.110670868636784547e+00,-2.948906237953896170e+00
-5.906314888159446275e-01,2.090314880246777474e+00,-2.956002234935262596e+00
-5.966990016932561813e-01,2.069934344922614855e+00,-2.962959348173459073e+00
-6.027555584016527357e-01,2.049530208460940806e+00,-2.969777485100865366e+00
-6.088011404918116654e-01,2.029103417071381976e+00,-2.976456559604761409e+00
-6.148357295478414919e-01,2.008654917332334477e+00,-2.982996492029605040e+00
-6.208593071873379499e-01,1.988185656146743030e+00,-2.989397209178992654e+00
-6.268718550614384988e-01,1.967696580697860131e+00,-2.995658644317326758e+00
-6.328733548548806098e-01,1.947188638404999006e+00,-3.001780737171171776e+00
-6.388637882860528361e-01,1.926662776879281669e+00,-3.007763433930312313e+00
-6.448431371070580953e-01,1.906119943879368561e+00,-3.013606687248497451e+00
-6.508113831037618535e-01,1.885561087267196845e+00,-3.019310456243895047e+00
-6.567685080958532984e-01,1.864987154963713145e+00,-3.024874706499221855e+00
-6.627144939368941889e-01,1.844399094904600522e+00,-3.030299410061596976e+00
-6.686493225143823604e-01,1.823797854996014989e+00,-3.035584545442059135e+00
-6.745729757498001300e-01,1.803184383070320917e+00,-3.040730097614804173e+00
-6.804854355986722503e-01,1.782559626841839329e+00,-3.045736058016109471e+00
-6.863866840506209765e-01,1.761924533862595066e+00,-3.050602424542948832e+00
-6.922767031294196904e-01,1.741280051478081736e+00,-3.055329201551316487e+00
-6.981554748930488552e-01,1.720627126783039751e+00,-3.059916399854230917e+00
-7.040229814337507497e-01,1.699966706577243691e+00,-3.064364036719449569e+00
-7.098792048780824260e-01,1.679299737321309438e+00,-3.068672135866866935e+00
-7.157241273869719977e-01,1.658627165092523059e+00,-3.072840727465619981e+00
-7.215577311557712648e-01,1.637949935540683022e+00,-3.076869848130881380e+00
-7.273799984143114461e-01,1.617268993843977487e+00,-3.080759540920353867e+00
-7.331909114269574701e-01,1.596585284664872484e+00,-3.084509855330458183e+00
-7.389904524926598217e-01,1.575899752106037388e+00,-3.088120847292223470e+00
-7.447786039450109419e-01,1.555213339666300154e+00,-3.091592579166864141e+00
-7.505553481522986292e-01,1.534526990196624752e+00,-3.094925119741066322e+00
-7.563206675175563332e-01,1.513841645856134122e+00,-3.098118544221964754e+00
-7.620745444786231060e-01,1.493158248068159111e+00,-3.101172934231814615e+00
-7.678169615081900101e-01,1.472477737476329374e+00,-3.104088377802369791e+00
-7.735479011138606253e-01,1.451801053900706906e+00,-3.106864969368952512e+00
-7.792673458381980112e-01,1.431129136293953552e+00,-3.109502809764223219e+00
-7.849752782587825495e-01,1.410462922697550914e+00,-3.112002006211645799e+00
-7.906716809882620156e-01,1.389803350198060672e+00,-3.114362672318663261e+00
-7.963565366744048690e-01,1.369151354883435978e+00,-3.116584928069559890e+00
-8.020298280001550983e-01,1.348507871799381475e+00,-3.118668899818027196e+00
-8.076915376836842908e-01,1.327873834905767936e+00,-3.120614720279432319e+00
-8.133416484784425915e-01,1.307250177033095095e+00,-3.122422528522786234e+00
-8.189801431732114390e-01,1.286637829839021752e+00,-3.124092469962408636e+00
-8.246070045921592984e-01,1.266037723764942502e+00,-3.125624696349298404e+00
-8.302222155948907334e-01,1.245450787992633535e+00,-3.127019365762205627e+00
-8.358257590764980316e-01,1.224877950400956594e+00,-3.128276642598402102e+00
-8.414176179676174927e-01,1.204320137522629564e+00,-3.129396697564155616e+00
-8.469977752344757249e-01,1.183778274501064098e+00,-3.130379707664910249e+00
-8.525662138789468214e-01,1.163253285047268770e+00,-3.131225856195165136e+00
-8.581229169386006550e-01,1.142746091396827701e+00,-3.131935332728061017e+00
-8.636678674867550587e-01,1.122257614266949144e+00,-3.132508333104666143e+00
-8.692010486325316698e-01,1.101788772813589112e+00,-3.132945059422973078e+00
-8.747224435208981186e-01,1.081340484588650952e+00,-3.133245720026597514e+00
-8.802320353327305336e-01,1.060913665497269953e+00,-3.133410529493180885e+00
-8.857298072848549531e-01,1.040509229755169907e+00,-3.133439708622502984e+00
-8.912157426301055008e-01,1.020128089846108699e+00,-3.133333484424302373e+00
-8.966898246573712372e-01,9.997711564794068417e-01,-3.133092090105796146e+00
-9.021520366916494504e-01,9.794393385475658187e-01,-3.132715765058919910e+00
-9.076023620940946168e-01,9.591335430839700305e-01,-3.132204754847265349e+00
-9.130407842620705816e-01,9.388546752206857748e-01,-3.131559311192734452e+00
-9.184672866291989646e-01,9.186036381463492662e-01,-3.130779691961902422e+00
-9.238818526654146712e-01,8.983813330641510220e-01,-3.129866161152083937e+00
-9.292844658770101907e-01,8.781886591499187267e-01,-3.128818988877121843e+00
-9.346751098066869989e-01,8.580265135102973506e-01,-3.127638451352885429e+00
-9.400537680336102930e-01,8.378957911410288562e-01,-3.126324830882464045e+00
-9.454204241734536218e-01,8.177973848853423711e-01,-3.124878415841108037e+00
-9.507750618784520658e-01,7.977321853924369544e-01,-3.123299500660845496e+00
-9.561176648374509757e-01,7.777010810760842663e-01,-3.121588385814845878e+00
-9.614482167759541564e-01,7.577049580733317136e-01,-3.119745377801476316e+00
-9.667667014561759364e-01,7.377447002033199475e-01,-3.117770789128087472e+00
-9.720731026770909056e-01,7.178211889262118284e-01,-3.115664938294508080e+00
-9.773674042744796564e-01,6.979353033022382968e-01,-3.113428149776267695e+00
-9.826495901209821859e-01,6.780879199508580424e-01,-3.111060754007524132e+00
-9.879196441261430817e-01,6.582799130100395191e-01,-3.108563087363723110e+00
-9.931775502364651453e-01,6.385121540956598674e-01,-3.105935492143968801e+00
-9.984232924354528027e-01,6.187855122610294023e-01,-3.103178316553120819e+00
-1.003656854743667948e+00,5.991008539565387814e-01,-3.100291914683608763e+00
-1.008878221218770799e+00,5.794590429894340700e-01,-3.097276646496978092e+00
-1.014087375955573300e+00,5.598609404837188164e-01,-3.094132877805146453e+00
-1.019284303086087196e+00,5.403074048401881324e-01,-3.090860980251396217e+00
-1.024468986779571100e+00,5.207992916965913377e-01,-3.087461331291084132e+00
-1.029641411242579574e+00,5.013374538879340481e-01,-3.083934314172084079e+00
-1.034801560719010638e+00,4.819227414069119364e-01,-3.080280317914954935e+00
-1.039949419490153293e+00,4.625560013644838264e-01,-3.076499737292829106e+00
-1.045084971874737478e+00,4.432380779505837864e-01,-3.072592972811041712e+00
-1.050208202228980703e+00,4.239698123949774966e-01,-3.068560430686485319e+00
-1.055319094946633784e+00,4.047520429282567278e-01,-3.064402522826691566e+00
-1.060417634459031921e+00,3.855856047429851996e-01,-3.060119666808649885e+00
-1.065503805235138879e+00,3.664713299549879899e-01,-3.055712285857358435e+00
-1.070577591781596727e+00,3.474100475647898811e-01,-3.051180808824108137e+00
-1.075638978642771360e+00,3.284025834192060289e-01,-3.046525670164502486e+00
-1.080687950400801789e+00,3.094497601730840097e-01,-3.041747309916209563e+00
-1.085724491675643000e+00,2.905523972512015218e-01,-3.036846173676460925e+00
-1.090748587125117686e+00,2.717113108103200725e-01,-3.031822712579276935e+00
-1.095760221444959104e+00,2.529273137013948736e-01,-3.026677383272440736e+00
-1.100759379368860813e+00,2.342012154319481898e-01,-3.021410647894205770e+00
-1.105746045668520638e+00,2.155338221286005329e-01,-3.016022974049752836e+00
-1.110720205153687745e+00,1.969259364997684725e-01,-3.010514834787379801e+00
-1.115681842672209934e+00,1.783783577985249280e-01,-3.004886708574443954e+00
-1.120630943110078936e+00,1.598918817856298802e-01,-2.999139079273044128e+00
-1.125567491391475716e+00,1.414673006927258947e-01,-2.993272436115451907e+00
-1.130491472478820203e+00,1.231054031857074654e-01,-2.987287273679282595e+00
-1.135402871372809708e+00,1.048069743282598332e-01,-2.981184091862434826e+00
-1.140301673112472436e+00,8.657279554557512080e-02,-2.974963395857746828e+00
-1.145187862775208787e+00,6.840364458823974814e-02,-2.968625696127437319e+00
-1.150061425476837762e+00,5.030029549630477687e-02,-2.962171508377277274e+00
-1.154922346371641817e+00,3.226351856352967229e-02,-2.955601353530520115e+00
-1.159770610652413492e+00,1.429408030181070210e-02,-2.948915757701590312e+00
-1.164606203550497376e+00,-3.607256594207122399e-03,-2.942115252169524631e+00
-1.169429110335841404e+00,-2.143973328234020925e-02,-2.935200373351166903e+00
-1.174239316317033044e+00,-3.920259480788296919e-02,-2.928171662774129214e+00
-1.179036806841351925e+00,-5.689509013844177426e-02,-2.921029667049506617e+00
-1.183821567294808697e+00,-7.451647219857610027e-02,-2.913774937844352486e+00
-1.188593583102194762e+00,-9.206599790425426533e-02,-2.906408031853921603e+00
-1.193352839727120696e+00,-1.095429281971102148e-01,-2.898929510773669449e+00
-1.198099322672066425e+00,-1.269465280785104233e-01,-2.891339941271022784e+00
-1.202833017478421640e+00,-1.442760666434242112e-01,-2.883639894956910421e+00
-1.207553909726531094e+00,-1.615308171140954485e-01,-2.875829948357066623e+00
-1.212261985035737677e+00,-1.787100568735155159e-01,-2.867910682883102247e+00
-1.216957229064428159e+00,-1.958130674986985065e-01,-2.859882684803344066e+00
-1.221639627510074932e+00,-2.128391347937499123e-01,-2.851746545213444950e+00
-1.226309166109280202e+00,-2.297875488227333896e-01,-2.843502860006772881e+00
-1.230965830637819058e+00,-2.466576039423355182e-01,-2.835152229844568605e+00
-1.235609606910684333e+00,-2.634485988343169272e-01,-2.826695260125881237e+00
-1.240240480782128119e+00,-2.801598365377608313e-01,-2.818132560957282706e+00
-1.244858438145705737e+00,-2.967906244811103211e-01,-2.809464747122356609e+00
-1.249463464934317480e+00,-3.133402745139909906e-01,-2.800692438050971678e+00
-1.254055547120253689e+00,-3.298081029388259533e-01,-2.791816257788335864e+00
-1.258634670715235382e+00,-3.461934305422307290e-01,-2.782836834963831496e+00
-1.263200821770458226e+00,-3.624955826261970770e-01,-2.773754802759637705e+00
-1.267753986376634057e+00,-3.787138890390557844e-01,-2.764570798879138369e+00
-1.272294150664033729e+00,-3.948476842062229597e-01,-2.755285465515114218e+00
-1.276821300802529313e+00,-4.108963071607240614e-01,-2.745899449317730223e+00
-1.281335423001636942e+00,-4.268591015734983785e-01,-2.736413401362308040e+00
-1.285836503510557005e+00,-4.427354157834757498e-01,-2.726827977116893287e+00
-1.290324528618217892e+00,-4.585246028274350127e-01,-2.717143836409618540e+00
-1.294799484653317068e+00,-4.742260204696305825e-01,-2.707361643395856721e+00
-1.299261357984361709e+00,-4.898390312311952655e-01,-2.697482066525172861e+00
-1.303710135019712446e+00,-5.053630024193102033e-01,-2.687505778508079590e+00
-1.308145802207622888e+00,-5.207973061561500527e-01,-2.677433456282584778e+00
-1.312568346036281142e+00,-5.361413194075907995e-01,-2.667265780980545120e+00
-1.316977753033852006e+00,-5.513944240116871454e-01,-2.657003437893821207e+00
-1.321374009768517377e+00,-5.665560067069171923e-01,-2.646647116440243419e+00
-1.325757102848515334e+00,-5.816254591601854873e-01,-2.636197510129370869e+00
-1.330127018922186100e+00,-5.966021779945976933e-01,-2.625655316528073602e+00
-1.334483744678006234e+00,-6.114855648169871261e-01,-2.615021237225914064e+00
-1.338827266844634378e+00,-6.262750262452093652e-01,-2.604295977800344275e+00
-1.343157572190948335e+00,-6.409699739351921721e-01,-2.593480247781717818e+00
-1.347474647526087033e+00,-6.555698246077424907e-01,-2.582574760618107312e+00
-1.351778479699490054e+00,-6.700740000751120862e-01,-2.571580233639951807e+00
-1.356069055600938711e+00,-6.844819272673147159e-01,-2.560497388024510546e+00
-1.360346362160594014e+00,-6.987930382582051569e-01,-2.549326948760145317e+00
-1.364610386349039306e+00,-7.130067702912988858e-01,-2.538069644610414066e+00
-1.368861115177316679e+00,-7.271225658053518393e-01,-2.526726208078000191e+00
-1.373098535696969380e+00,-7.411398724596902632e-01,-2.515297375368453547e+00
-1.377322635000079343e+00,-7.550581431592832127e-01,-2.503783886353770693e+00
-1.381533400219307817e+00,-7.688768360795700252e-01,-2.492186484535793056e+00
-1.385730818527933339e+00,-7.825954146910301112e-01,-2.480505917009441230e+00
-1.389914877139892146e+00,-7.962133477834973938e-01,-2.468742934425780078e+00
-1.394085563309816145e+00,-8.097301094902247254e-01,-2.456898290954914188e+00
-1.398242864333071545e+00,-8.231451793116836280e-01,-2.444972744248723018e+00
-1.402386767545798607e+00,-8.364580421391114573e-01,-2.432967055403429057e+00
-1.406517260324949614e+00,-8.496681882777993300e-01,-2.420881988922011452e+00
-1.410634330088327060e+00,-8.627751134701145963e-01,-2.408718312676452644e+00
-1.414737964294622730e+00,-8.757783189182690720e-01,-2.396476797869830033e+00
-1.418828150443454561e+00,-8.886773113068201502e-01,-2.384158218998254419e+00
-1.422904876075407277e+00,-9.014716028249076807e-01,-2.371763353812654795e+00
-1.426968128772066802e+00,-9.141607111882327219e-01,-2.359292983280402822e+00
-1.431017896156060454e+00,-9.267441596607617349e-01,-2.346747891546802300e+00
-1.435054165891095135e+00,-9.392214770761695419e-01,-2.334128865896412552e+00
-1.439076925681993302e+00,-9.515921978590162755e-01,-2.321436696714239911e+00
-1.443086163274730271e+00,-9.638558620456495474e-01,-2.308672177446777773e+00
-1.447081866456473520e+00,-9.760120153048417180e-01,-2.295836104562901436e+00
-1.451064023055618435e+00,-9.880602089581571601e-01,-2.282929277514629263e+00
-1.455032620941824950e+00,-1.000000000000040856e+00,-2.269952498697737742e+00
-1.458987648026055739e+00,-1.011830951117644428e+00,-2.256906573412244654e+00
-1.462929092260612629e+00,-1.023552630710371059e+00,-2.243792309822750575e+00
-1.466856941639173018e+00,-1.035164612909148962e+00,-2.230610518918656915e+00
-1.470771184196825843e+00,-1.046666477595429301e+00,-2.217362014474240084e+00
-1.474671808010109775e+00,-1.058057810419906763e+00,-2.204047613008607076e+00
-1.478558801197048966e+00,-1.069338202820963923e+00,-2.190668133745514279e+00
-1.482432151917187246e+00,-1.080507252042839372e+00,-2.177224398573068598e+00
-1.486291848371626312e+00,-1.091564561153510748e+00,-2.163717232003297575e+00
-1.490137878803062144e+00,-1.102509739062305982e+00,-2.150147461131602267e+00
-1.493970231495818535e+00,-1.113342400537227661e+00,-2.136515915596088888e+00
-1.497788894775885282e+00,-1.124062166221999171e+00,-2.122823427536779661e+00
-1.501593857010951050e+00,-1.134668662652827953e+00,-2.109070831554712644e+00
-1.505385106610441115e+00,-1.145161522274884769e+00,-2.095258964670922541e+00
-1.509162632025552009e+00,-1.155540383458500742e+00,-2.081388666285312272e+00
-1.512926421749285932e+00,-1.165804890515079073e+00,-2.067460778135412180e+00
-1.516676464316486950e+00,-1.175954693712719212e+00,-2.053476144255033109e+00
-1.520412748303874295e+00,-1.185989449291559250e+00,-2.039435610932811560e+00
-1.524135262330080121e+00,-1.195908819478828322e+00,-2.025340026670649163e+00
-1.527843995055680359e+00,-1.205712472503611687e+00,-2.011190242142055329e+00
-1.531538935183231809e+00,-1.215400082611328481e+00,-1.996987110150380884e+00
-1.535220071457306767e+00,-1.224971330077921250e+00,-1.982731485586962217e+00
-1.538887392664525011e+00,-1.234425901223753508e+00,-1.968424225389163285e+00
-1.542540887633590652e+00,-1.243763488427217734e+00,-1.954066188498322809e+00
-1.546180545235324111e+00,-1.252983790138054720e+00,-1.939658235817613985e+00
-1.549806354382696982e+00,-1.262086510890378932e+00,-1.925201230169810929e+00
-1.553418304030866448e+00,-1.271071361315411652e+00,-1.910696036254963204e+00
-1.557016383177207031e+00,-1.279938058153923031e+00,-1.896143520607991073e+00
-1.560600580861345898e+00,-1.288686324268378147e+00,-1.881544551556190159e+00
-1.564170886165194618e+00,-1.297315888654793747e+00,-1.866899999176661051e+00
-1.567727288212984904e+00,-1.305826486454293889e+00,-1.852210735253647877e+00
-1.571269776171298815e+00,-1.314217858964376928e+00,-1.837477633235807817e+00
-1.574798339249103840e+00,-1.322489753649881861e+00,-1.822701568193402233e+00
-1.578312966697785091e+00,-1.330641924153661559e+00,-1.807883416775412533e+00
-1.581813647811177947e+00,-1.338674130306958920e+00,-1.793024057166581420e+00
-1.585300371925599805e+00,-1.346586138139484801e+00,-1.778124369044391972e+00
-1.588773128419885383e+00,-1.354377719889199083e+00,-1.763185233535967900e+00
-1.592231906715415368e+00,-1.362048654011793536e+00,-1.748207533174919170e+00
-1.595676696276151274e+00,-1.369598725189876909e+00,-1.733192151858113261e+00
-1.599107486608666973e+00,-1.377027724341857606e+00,-1.718139974802392222e+00
-1.602524267262180890e+00,-1.384335448630533261e+00,-1.703051888501228461e+00
-1.605927027828584874e+00,-1.391521701471375660e+00,-1.687928780681317686e+00
-1.609315757942481273e+00,-1.398586292540514364e+00,-1.672771540259123668e+00
-1.612690447281210027e+00,-1.405529037782426105e+00,-1.657581057297364824e+00
-1.616051085564882861e+00,-1.412349759417315109e+00,-1.642358222961449510e+00
-1.619397662556412154e+00,-1.419048285948200760e+00,-1.627103929475866018e+00
-1.622730168061544020e+00,-1.425624452167694400e+00,-1.611819070080517502e+00
-1.626048591928888509e+00,-1.432078099164482810e+00,-1.596504538987021826e+00
-1.629352924049951357e+00,-1.438409074329502824e+00,-1.581161231334957673e+00
-1.632643154359164628e+00,-1.444617231361818188e+00,-1.565790043148077793e+00
-1.635919272833914695e+00,-1.450702430274190657e+00,-1.550391871290480950e+00
-1.639181269494577542e+00,-1.456664537398348003e+00,-1.534967613422743016e+00
-1.642429134404545188e+00,-1.462503425389951150e+00,-1.519518167958020749e+00
-1.645662857670257884e+00,-1.468218973233255120e+00,-1.504044434018114940e+00
-1.648882429441234310e+00,-1.473811066245467538e+00,-1.488547311389510241e+00
-1.652087839910099776e+00,-1.479279596080802284e+00,-1.473027700479381252e+00
-1.655279079312618640e+00,-1.484624460734231155e+00,-1.457486502271573725e+00
-1.658456137927721619e+00,-1.489845564544926892e+00,-1.441924618282564241e+00
-1.661619006077537763e+00,-1.494942818199405998e+00,-1.426342950517392349e+00
-1.664767674127421770e+00,-1.499916138734365134e+00,-1.410742401425578052e+00
-1.667902132485985511e+00,-1.504765449539212208e+00,-1.395123873857019303e+00
-1.671022371605124013e+00,-1.509490680358293258e+00,-1.379488271017870193e+00
-1.674128381980048763e+00,-1.514091767292813140e+00,-1.363836496426412914e+00
-1.677220154149313025e+00,-1.518568652802453123e+00,-1.348169453868909295e+00
-1.680297678694842478e+00,-1.522921285706682504e+00,-1.332488047355452343e+00
-1.683360946241964307e+00,-1.527149621185764028e+00,-1.316793181075800234e+00
-1.686409947459433400e+00,-1.531253620781453106e+00,-1.301085759355213867e+00
-1.689444673059464108e+00,-1.535233252397395720e+00,-1.285366686610284637e+00
-1.692465113797755327e+00,-1.539088490299218570e+00,-1.269636867304767547e+00
-1.695471260473521147e+00,-1.542819315114310141e+00,-1.253897205905406986e+00
-1.698463103929517715e+00,-1.546425713831303561e+00,-1.238148606837774057e+00
-1.701440635052070105e+00,-1.549907679799249705e+00,-1.222391974442104789e+00
-1.704403844771102738e+00,-1.553265212726485656e+00,-1.206628212929146127e+00
-1.707352724060165361e+00,-1.556498318679197634e+00,-1.190858226336010350e+00
-1.710287263936458801e+00,-1.559607010079680389e+00,-1.175082918482044825e+00
-1.713207455460867390e+00,-1.562591305704290834e+00,-1.159303192924711956e+00
-1.716113289737980052e+00,-1.565451230681093264e+00,-1.143519952915484028e+00
-1.719004757916122283e+00,-1.568186816487208146e+00,-1.127734101355762242e+00
-1.721881851187380352e+00,-1.570798100945846043e+00,-1.111946540752808188e+00
-1.724744560787629277e+00,-1.573285128223043783e+00,-1.096158173175699968e+00
-1.727592877996559251e+00,-1.575647948824094424e+00,-1.080369900211316958e+00
-1.730426794137701618e+00,-1.577886619589672357e+00,-1.064582622920343002e+00
-1.733246300578456411e+00,-1.580001203691655531e+00,-1.048797241793306689e+00
-1.736051388730118994e+00,-1.581991770628641047e+00,-1.033014656706642720e+00
-1.738842050047903154e+00,-1.583858396221161646e+00,-1.017235766878794356e+00
-1.741618276030971524e+00,-1.585601162606594894e+00,-1.001461470826345845e+00
-1.744380058222457341e+00,-1.587220158233769496e+00,-9.856926663201938110e-01
-1.747127388209493981e+00,-1.588715477857273850e+00,-9.699302503417546184e-01
-1.749860257623237381e+00,-1.590087222531451516e+00,-9.541751190392164794e-01
-1.752578658138893131e+00,-1.591335499604107584e+00,-9.384281676838329700e-01
-1.755282581475742232e+00,-1.592460422709901513e+00,-9.226902906262622883e-01
-1.757972019397165075e+00,-1.593462111763443989e+00,-9.069623812529492568e-01
-1.760646963710667867e+00,-1.594340692952092464e+00,-8.912453319425654996e-01
-1.763307406267905719e+00,-1.595096298728443607e+00,-8.755400340224944733e-01
-1.765953338964709074e+00,-1.595729067802525325e+00,-8.598473777253701211e-01
-1.768584753741108795e+00,-1.596239145133691473e+00,-8.441682521456752575e-01
-1.771201642581358593e+00,-1.596626681922210800e+00,-8.285035451963930209e-01
-1.773803997513961228e+00,-1.596891835600562803e+00,-8.128541435657206105e-01
-1.776391810611692712e+00,-1.597034769824431599e+00,-7.972209326738451951e-01
-1.778965073991624735e+00,-1.597055654463398700e+00,-7.816047966297835492e-01
-1.781523779815151531e+00,-1.596954665591341138e+00,-7.660066181882821956e-01
-1.784067920288011200e+00,-1.596731985476532500e+00,-7.504272787067972628e-01
-1.786597487660310346e+00,-1.596387802571442860e+00,-7.348676581025311849e-01
-1.789112474226548510e+00,-1.595922311502244728e+00,-7.193286348095518923e-01
-1.791612872325639927e+00,-1.595335713058020799e+00,-7.038110857359796135e-01
-1.794098674340938837e+00,-1.594628214179679038e+00,-6.883158862212539475e-01
-1.796569872700261916e+00,-1.593800027948570008e+00,-6.728439099934750978e-01
-1.799026459875908701e+00,-1.592851373574808882e+00,-6.573960291268301503e-01
-1.801468428384689124e+00,-1.591782476385305678e+00,-6.419731139990982882e-01
-1.803895770787944608e+00,-1.590593567811500852e+00,-6.265760332492417151e-01
-1.806308479691568492e+00,-1.589284885376807566e+00,-6.112056537350806229e-01
-1.808706547746030679e+00,-1.587856672683762183e+00,-5.958628404910624177e-01
-1.811089967646400511e+00,-1.586309179400882785e+00,-5.805484566861137674e-01
-1.813458732132367635e+00,-1.584642661249235474e+00,-5.652633635815902391e-01
-1.815812833988264652e+00,-1.582857379988713786e+00,-5.500084204893197493e-01
-1.818152266043088883e+00,-1.580953603404023911e+00,-5.347844847297407167e-01
-1.820477021170524567e+00,-1.578931605290382567e+00,-5.195924115901386919e-01
-1.822787092288964628e+00,-1.576791665438927792e+00,-5.044330542829864594e-01
-1.825082472361531316e+00,-1.574534069621839949e+00,-4.893072639043825611e-01
-1.827363154396099310e+00,-1.572159109577177638e+00,-4.742158893925973451e-01
-1.829629131445315027e+00,-1.569667082993424057e+00,-4.591597774867242632e-01
-1.831880396606620609e+00,-1.567058293493751364e+00,-4.441397726854372507e-01
-1.834116943022270796e+00,-1.564333050619999277e+00,-4.291567172058649016e-01
-1.836338763879358016e+00,-1.561491669816368111e+00,-4.142114509425685043e-01
-1.838545852409830150e+00,-1.558534472412830274e+00,-3.993048114266414816e-01
-1.840738201890512515e+00,-1.555461785608257319e+00,-3.844376337849206848e-01
-1.842915805643129623e+00,-1.552273942453269662e+00,-3.696107506993188685e-01
-1.845078657034321834e+00,-1.548971281832798086e+00,-3.548249923662742389e-01
-1.847226749475668672e+00,-1.545554148448373244e+00,-3.400811864563240694e-01
-1.849360076423708366e+00,-1.542022892800132050e+00,-3.253801580738038823e-01
-1.851478631379956497e+00,-1.538377871168543853e+00,-3.107227297166675895e-01
-1.853582407890928208e+00,-1.534619445595862164e+00,-2.961097212364401376e-01
-1.855671399548154632e+00,-1.530747983867302819e+00,-2.815419497982994956e-01
-1.857745599988205099e+00,-1.526763859491936604e+00,-2.670202298412860387e-01
