gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-2.714941475276744143e+01,-2.748287363220115154e+01,-3.896071668929743481e+01
-2.754750291421402508e+01,-2.845778843395817859e+01,-3.781114729396689711e+01
-2.791642859737939730e+01,-2.942037090817008860e+01,-3.663932628858790963e+01
-2.825594276994323906e+01,-3.036980701954666628e+01,-3.544596496819796272e+01
-2.856581037732542683e+01,-3.130529927525472900e+01,-3.423180584662224391e+01
-2.884581966404921971e+01,-3.222607093978312776e+01,-3.299761543384817486e+01
-2.909577790091333682e+01,-3.313136729647656864e+01,-3.174418345667592334e+01
-2.931551508404142936e+01,-3.402045288229834341e+01,-3.047232312528285547e+01
-2.950488035416140420e+01,-3.489261421980471312e+01,-2.918287250739647476e+01
-2.966374319215564981e+01,-3.574716447813343478e+01,-2.787668853512502309e+01
-2.979199519767928805e+01,-3.658343541934052467e+01,-2.655464983721624606e+01
-2.988954870872046499e+01,-3.740078902545333506e+01,-2.521765597737895348e+01
-2.995633615068416944e+01,-3.819860748652119042e+01,-2.386662346906197385e+01
-2.999231271826296563e+01,-3.897630365408747366e+01,-2.250248956642846210e+01
-2.999745266746336014e+01,-3.973331355347021088e+01,-2.112620450951543916e+01
-2.997175395304357792e+01,-4.046910260728182607e+01,-1.973873741638437807e+01
-2.991523250325404959e+01,-4.118316227697891208e+01,-1.834107207901839232e+01
-2.982792762448630697e+01,-4.187501486440545762e+01,-1.693420345614974565e+01
-2.970990007692639168e+01,-4.254420876913348337e+01,-1.551914319671483256e+01
-2.956122959476389056e+01,-4.319032510576322181e+01,-1.409690995784149337e+01
-2.938201827986359760e+01,-4.381297114371095347e+01,-1.266853672410789322e+01
-2.917238940036232364e+01,-4.441178883197660809e+01,-1.123506318003133586e+01
-2.893248672754002371e+01,-4.498644625614663539e+01,-9.797537078547723155e+00
-2.866247387661267609e+01,-4.553664491428475714e+01,-8.357015982221319916e+00
-2.836253688872748313e+01,-4.606211735664494711e+01,-6.914560541877684763e+00
-2.803287992629281788e+01,-4.656262721668371540e+01,-5.471235542083177528e+00
-2.767373118627013540e+01,-4.703797065973246561e+01,-4.028113795308388312e+00
-2.728533448981472276e+01,-4.748797510790392096e+01,-2.586263147480104330e+00
-2.686795715721880384e+01,-4.791249831807540005e+01,-1.146758924095087284e+00
-2.642188445516522677e+01,-4.831143279857848682e+01,2.893277678004923525e-01
-2.594742350671721454e+01,-4.868470408247826953e+01,1.720924867188399210e+00
-2.544489863590746381e+01,-4.903226343182109304e+01,3.146963330384441093e+00
-2.491465348726184459e+01,-4.935410215322895766e+01,4.566377705725787273e+00
-2.435705392894938370e+01,-4.965023844318615431e+01,5.978109403876953110e+00
-2.377247872522011463e+01,-4.992072344517286098e+01,7.381103155986646236e+00
-2.316133047066269413e+01,-5.016564236622553352e+01,8.774311221509401904e+00
-2.252402803217913529e+01,-5.038510880432142613e+01,1.015669760247581976e+01
-2.186100874824846230e+01,-5.057926926616978136e+01,1.152723137462838032e+01
-2.117272449364706333e+01,-5.074830026777974723e+01,1.288489562940562116e+01
-2.045965028905943583e+01,-5.089241093090726054e+01,1.422868345302913617e+01
-1.972227275148030401e+01,-5.101184013071222267e+01,1.555760220463402099e+01
-1.896109752089050815e+01,-5.110685446443891777e+01,1.687067242417719726e+01
-1.817664645720234873e+01,-5.117775336036640965e+01,1.816693181791293554e+01
-1.736945756699136112e+01,-5.122486162210669391e+01,1.944543034782137525e+01
-1.654008387055127471e+01,-5.124853833487487265e+01,2.070524002483847781e+01
-1.568909271848318454e+01,-5.124916467543605592e+01,2.194544729771940084e+01
-1.481706858066605648e+01,-5.122715253834821425e+01,2.316516200763083333e+01
-1.392460959037721402e+01,-5.118294018254709954e+01,2.436351181944226951e+01
-1.301232488120129993e+01,-5.111699214617581788e+01,2.553964457563224499e+01
-1.208084245772394461e+01,-5.102979734435288606e+01,2.669273376803333875e+01
-1.113079908006528917e+01,-5.092187224358112729e+01,2.782197329713778799e+01
-1.016284751701835098e+01,-5.079375422977456367e+01,2.892658399366026245e+01
-9.177649083644160655e+00,-5.064600727644798184e+01,3.000580897177782091e+01
-8.175880046474814478e+00,-5.047921460498698565e+01,3.105891913010801986e+01
-7.158225909070106141e+00,-5.029398431096763744e+01,3.208521187388866025e+01
-6.125386286810847736e+00,-5.009094432788289453e+01,3.308401010645579987e+01
-5.078067721600058704e+00,-4.987074152381396885e+01,3.405466799387587429e+01
-4.016988493194827647e+00,-4.963404441770581599e+01,3.499656723231992572e+01
-2.942874389694674075e+00,-4.938153693143567580e+01,3.590911711283479235e+01
-1.856462866158018032e+00,-4.911392115138633585e+01,3.679176131982712405e+01
-7.584988986823675283e-01,-4.883191741528881380e+01,3.764397161958693516e+01
3.502664345630214782e-01,-4.853625972883021689e+01,3.846525137452164245e+01
1.469072481426356269e+00,-4.822769558562491454e+01,3.925513781255189372e+01
2.597152880739038050e+00,-4.790698865779846471e+01,4.001319762836386928e+01
3.733732991197500350e+00,-4.757491242829397748e+01,4.073903324709782225e+01
4.878036352993526670e+00,-4.723225154321861652e+01,4.143227839463209961e+01
6.029276420313440354e+00,-4.687980328913934613e+01,4.209260237591727360e+01
7.186665521056407435e+00,-4.651837200605770306e+01,4.271970939067980311e+01
8.349410244677786253e+00,-4.614877033871538003e+01,4.331333391148513101e+01
9.516713011422281099e+00,-4.577181703566042614e+01,4.387324923137860821e+01
1.068777432826167306e+01,-4.538833877163673236e+01,4.439926242142776402e+01
1.186179194313809759e+01,-4.499916626401668651e+01,4.489121577884084502e+01
1.303796090477444203e+01,-4.460513244083516327e+01,4.534898604538255285e+01
1.421547499867365971e+01,-4.420707411274126741e+01,4.577248567353188946e+01
1.539352811743085958e+01,-4.380582825971462313e+01,4.616166298857688588e+01
1.657131102136094469e+01,-4.340223274916824892e+01,4.651650220881963094e+01
1.774801801390455935e+01,-4.299712508968620739e+01,4.683702150115392016e+01
1.892284166731785078e+01,-4.259133949065405744e+01,4.712327669982362011e+01
2.009497808160484666e+01,-4.218570724427076613e+01,4.737535652211123249e+01
2.126362269328999233e+01,-4.178105599276153015e+01,4.759338720154249103e+01
2.242797635126740730e+01,-4.137820850072036194e+01,4.777752695658656990e+01
2.358723881424316104e+01,-4.097797793209102224e+01,4.792797295090417720e+01
2.474061657846964835e+01,-4.058117259321186765e+01,4.804495248710596655e+01
2.588731928700933338e+01,-4.018859350734781799e+01,4.812872998283167902e+01
2.702656112312995162e+01,-3.980102735208053133e+01,4.817960244772239520e+01
2.815756057909320376e+01,-3.941925256498638674e+01,4.819790087363958264e+01
2.927954300854406000e+01,-3.904403646242278825e+01,4.818398989664675014e+01
3.039173972468082141e+01,-3.867613242960094766e+01,4.813826484131740813e+01
3.149338835541431436e+01,-3.831627924682496200e+01,4.806115552486615883e+01
3.258373420691000177e+01,-3.796520116592978411e+01,4.795312075492221027e+01
3.366202930522387504e+01,-3.762360603820455651e+01,4.781465194388543694e+01
3.472753501609380322e+01,-3.729218750900599844e+01,4.764627228996628361e+01
3.577952122832202519e+01,-3.697161736838690160e+01,4.744853145439493858e+01
3.681726643035467106e+01,-3.666255070011926165e+01,4.722201006618654162e+01
3.784006026935451672e+01,-3.636562305625137981e+01,4.696731751361257778e+01
3.884720059683176174e+01,-3.608144831273168052e+01,4.668508852527514819e+01
3.983799787963565819e+01,-3.581062065188570642e+01,4.637598892139105544e+01
4.081177270132209145e+01,-3.555370941601960766e+01,4.604070674171700261e+01
4.176785909961717635e+01,-3.531126327546707699e+01,4.567995538411593515e+01
4.270559939960003959e+01,-3.508380685633097329e+01,4.529447504937996172e+01
4.362435316703363952e+01,-3.487183899554059252e+01,4.488502709813621294e+01
4.452348998793235779e+01,-3.467583319815487641e+01,4.445239715758826549e+01
4.540239290995077681e+01,-3.449624047538217297e+01,4.399739040181555794e+01
4.626045989407145242e+01,-3.433348083018064756e+01,4.352083549602091495e+01
4.709710370484739883e+01,-3.418795016316154545e+01,4.302357747804546761e+01
4.791175005040553714e+01,-3.406001387956315796e+01,4.250648288192435587e+01
4.870384079467716276e+01,-3.395001273808917119e+01,4.197043374694064966e+01
4.947283393768187665e+01,-3.385825643424354325e+01,4.141632880595251720e+01
5.021820054988432958e+01,-3.378502550539858618e+01,4.084508426736326214e+01
5.093943132914549210e+01,-3.373057146817230745e+01,4.025762821567749938e+01
5.163603199927231202e+01,-3.369511479527622555e+01,3.965490422663028625e+01
5.230752443117361850e+01,-3.367884885189469202e+01,3.903786462139114377e+01
5.295344840486493609e+01,-3.368193186483962620e+01,3.840747746520832351e+01
5.357336237585555949e+01,-3.370449417219328581e+01,3.776471688891945888e+01
5.416684021195754895e+01,-3.374663363228411583e+01,3.711056752047882412e+01
5.473347483217286680e+01,-3.380841844588780987e+01,3.644602052492671618e+01
5.527287993039730907e+01,-3.388988269097442441e+01,3.577207376463331201e+01
5.578468401226560047e+01,-3.399102998806333176e+01,3.508973175048458870e+01
5.626853693267426593e+01,-3.411183267537146691e+01,3.439999994224114488e+01
5.672410670596455162e+01,-3.425223174039420115e+01,3.370388947591507645e+01
5.715108209784870752e+01,-3.441213424655138908e+01,3.300241108951515656e+01
5.754916928826737887e+01,-3.459141953037890715e+01,3.229657803029149932e+01
5.791809616151079609e+01,-3.478993064219496745e+01,3.158740098563317744e+01
5.825760975790357321e+01,-3.500748301159448772e+01,3.087588971642648517e+01
5.856747730913390626e+01,-3.524385720176722003e+01,3.016305035079741970e+01
5.884748643572901727e+01,-3.549880638277087286e+01,2.944988535921778450e+01
5.909744569214151966e+01,-3.577204985131781001e+01,2.873738959890513200e+01
5.931718181770366272e+01,-3.606327825661176689e+01,2.802655416211913675e+01
5.950654728709487529e+01,-3.637215077129895491e+01,2.731836266668136304e+01
5.966541021139212830e+01,-3.669829940454301465e+01,2.661378656940171439e+01
5.979366246703514065e+01,-3.704132150182377359e+01,2.591378903156354241e+01
5.989121599973106669e+01,-3.740078891107181391e+01,2.521932340942781892e+01
5.995800271572266382e+01,-3.777624576650486432e+01,2.453132824534549883e+01
5.999398018612382799e+01,-3.816720614434515824e+01,2.385073041832861307e+01
5.999912010525711281e+01,-3.857315610692812413e+01,2.317844260695577674e+01
5.997342066946985284e+01,-3.899355724189679506e+01,2.251536068519168410e+01
5.991689956719960719e+01,-3.942784283962878789e+01,2.186236400979780115e+01
5.982959496483668715e+01,-3.987542089544297852e+01,2.122031699887238076e+01
5.971156688692279602e+01,-4.033567476699048626e+01,2.059006315900985129e+01
5.956289613859861021e+01,-4.080796500443442199e+01,1.997242612431823972e+01
5.938368555130858084e+01,-4.129162448173872235e+01,1.936821163917049660e+01
5.917405646499478422e+01,-4.178596773092732519e+01,1.877820178992343614e+01
5.893415362847166961e+01,-4.229028575700638015e+01,1.820315795362226652e+01
5.866414101717419527e+01,-4.280384699490844014e+01,1.764381743349542475e+01
5.836420371993298772e+01,-4.332590135651819452e+01,1.710089613218030991e+01
5.803454740266121803e+01,-4.385568012228578283e+01,1.657507983993199474e+01
5.767539832165244462e+01,-4.439239438455777531e+01,1.606703608628821556e+01
5.728700204495012827e+01,-4.493523889695270412e+01,1.557739995121488796e+01
5.686962455291897811e+01,-4.548339020120137377e+01,1.510678391394058195e+01
5.642355199288426348e+01,-4.603601263965216361e+01,1.465577090804942983e+01
5.594909094666925142e+01,-4.659225332759005767e+01,1.422491637633584816e+01
5.544656552360851265e+01,-4.715124594856953877e+01,1.381474608104960211e+01
5.491632135711750351e+01,-4.771211307373665278e+01,1.342575766851236807e+01
5.435872005900579040e+01,-4.827396537585794078e+01,1.305841855782927929e+01
5.377414562889904914e+01,-4.883590306781795931e+01,1.271316673522239604e+01
5.316299774427780989e+01,-4.939701738647357843e+01,1.239040711256772553e+01
5.252569628050920869e+01,-4.995639170960979669e+01,1.209051451804633004e+01
5.186267556287897662e+01,-5.051310171819972084e+01,1.181383328612465888e+01
5.117439268795157403e+01,-5.106621755704008336e+01,1.156067501342453596e+01
5.046131681490287235e+01,-5.161480488199943295e+01,1.133131902249421863e+01
4.972393957736537828e+01,-5.215792669412714133e+01,1.112601239973400880e+01
4.896276507648859422e+01,-5.269464237601380319e+01,1.094496816421478158e+01
4.817831382515499428e+01,-5.322400895530671505e+01,1.078836917041736854e+01
4.737112457240667140e+01,-5.374508706988424933e+01,1.065636313684289682e+01
4.654175093280989017e+01,-5.425693414278161697e+01,1.054906555322736494e+01
4.569076040180565457e+01,-5.475861347687357039e+01,1.046655877646733224e+01
4.481873576734832909e+01,-5.524918866617613133e+01,1.040889197230149676e+01
4.392627644851030055e+01,-5.572773208800667533e+01,1.037608083671184112e+01
4.301399229678353464e+01,-5.619331680390935446e+01,1.036810697631792699e+01
4.208250991533609664e+01,-5.664502681205728862e+01,1.038492289673639668e+01
4.113246693280447630e+01,-5.708195215106044884e+01,1.042644396676897145e+01
4.016451375371984511e+01,-5.750319192401322965e+01,1.049255564737625512e+01
3.917931630233805862e+01,-5.790785696720775633e+01,1.058310792968956271e+01
3.817754682646467046e+01,-5.829506914683925345e+01,1.069792384617709757e+01
3.715989415335146617e+01,-5.866396082193204364e+01,1.083678930558584241e+01
3.612705372557012851e+01,-5.901368151661407779e+01,1.099946120862337118e+01
3.507973508734124835e+01,-5.934339264530354541e+01,1.118566568394925298e+01
3.401865558237101794e+01,-5.965227365439070439e+01,1.139509763850175261e+01
3.294454201957888984e+01,-5.993951883191564178e+01,1.162742182216492282e+01
3.185813035235103996e+01,-6.020434023628045139e+01,1.188227352732223530e+01
3.076016574476254917e+01,-6.044597100176817861e+01,1.215925844518893584e+01
2.965140166715622883e+01,-6.066366275156955368e+01,1.245795289233961078e+01
2.853259484100127708e+01,-6.085668710860751673e+01,1.277790652178339137e+01
2.740451414942343433e+01,-6.102433974098979519e+01,1.311864157548181531e+01
2.626793344701937016e+01,-6.116593748329820102e+01,1.347965346977153622e+01
2.512363020641117828e+01,-6.128082021231161036e+01,1.386041053388795774e+01
2.397239020161806167e+01,-6.136835387387188945e+01,1.426035589254686187e+01
2.281500119136373783e+01,-6.142792868138508311e+01,1.467891096610016355e+01
2.165225730470352872e+01,-6.145896130645176925e+01,1.511546926517947043e+01
2.048495392261765602e+01,-6.146089476440813115e+01,1.556940461938296671e+01
1.931389204874095711e+01,-6.143320027636256953e+01,1.604006761285112148e+01
1.813987508792712333e+01,-6.137537761344865572e+01,1.652678570627072219e+01
1.696370657361514489e+01,-6.128695508388955915e+01,1.702887010694198366e+01
1.578619192231637491e+01,-6.116749198223243411e+01,1.754560960132336689e+01
1.460813966431748412e+01,-6.101657489813496227e+01,1.807627648452373847e+01
1.343035552272068145e+01,-6.083382427408690774e+01,1.862012487141912231e+01
1.225364948085112893e+01,-6.061889099052861241e+01,1.917638989197913446e+01
1.107882492602959701e+01,-6.037145804306793195e+01,1.974429535512398459e+01
9.906689687687862289e+00,-6.009123959373898316e+01,2.032304823215574530e+01
8.738044221819741608e+00,-5.977798510248242536e+01,2.091184288635179556e+01
7.573691137593834277e+00,-5.943147524591326913e+01,2.150986122267470790e+01
6.414428060842514157e+00,-5.905152424883664963e+01,2.211627313475632306e+01
5.261050597358392977e+00,-5.863798212959473943e+01,2.273023938062736349e+01
4.114348591051969706e+00,-5.819073198589732954e+01,2.335091173748822158e+01
2.975106223003828987e+00,-5.770969024524504931e+01,2.397743355994681380e+01
1.844107432197350738e+00,-5.719481012099156203e+01,2.460894032504567619e+01
7.221242396461412527e-01,-5.664607740804029845e+01,2.524456383571655138e+01
-3.900727026010943344e-01,-5.606351538307288251e+01,2.588342989896141333e+01
-1.491721528805449726e+00,-5.544717907279081004e+01,2.652466094844663402e+01
-2.582067507938972550e+00,-5.479716340301217059e+01,2.716737828709395330e+01
-3.660362914301238835e+00,-5.411359208052919456e+01,2.781069993592207013e+01
-4.725867934810086268e+00,-5.339662910570793031e+01,2.845374642961506240e+01
-5.777853837635532841e+00,-5.264646961400201519e+01,2.909563680059209290e+01
-6.815598962004663086e+00,-5.186334608090886178e+01,2.973549511987264538e+01
-7.838392472955531431e+00,-5.104752564660654457e+01,3.037244526417605783e+01
-8.845533586010658311e+00,-5.019930641282039119e+01,3.100562014940308941e+01
-9.836330662928755686e+00,-4.931902449587894921e+01,3.163415270012933433e+01
-1.081010617274120555e+01,-4.840704835305255926e+01,3.225718833536824803e+01
-1.176619187336164529e+01,-4.746377865908186777e+01,3.287387627877672003e+01
-1.270393282949602565e+01,-4.648965192834712923e+01,3.348337578247688384e+01
-1.362268596297992040e+01,-4.548513587078237919e+01,3.408485698671069741e+01
-1.452182236063401177e+01,-4.445072966309051310e+01,3.467750142951710046e+01
-1.540072561883904889e+01,-4.338696576228269919e+01,3.526049997823332660e+01
-1.625879355871207110e+01,-4.229440704088390390e+01,3.583305920951363532e+01
-1.709543626563506180e+01,-4.117364708606253743e+01,3.639439891785333003e+01
-1.791008273766695069e+01,-4.002530942509186929e+01,3.694375499911419070e+01
-1.870217424101728909e+01,-3.885004743416582329e+01,3.748037876607952512e+01
-1.947116591366454585e+01,-3.764854448812558729e+01,3.800353766674477640e+01
-2.021653363734729325e+01,-3.642150965516247396e+01,3.851251966685276784e+01
-2.093776467669192698e+01,-3.516968074252392285e+01,3.900662929976609661e+01
-2.163436475734290809e+01,-3.389382178886123143e+01,3.948519269668356912e+01
-2.230585744981030771e+01,-3.259472197836033303e+01,3.994755500441637253e+01
-2.295178211803676405e+01,-3.127319728342543215e+01,4.039308490634345361e+01
-2.357169481159851898e+01,-2.993008750248022665e+01,4.082117225137660199e+01
-2.416517296446221863e+01,-2.856625143399193334e+01,4.123122966909855336e+01
-2.473180826898096640e+01,-2.718257741175123954e+01,4.162269493163918810e+01
-2.527121270636727246e+01,-2.577996872652084193e+01,4.199502989067646297e+01
-2.578301696127109821e+01,-2.435935272967181575e+01,4.234772089004862750e+01
-2.626686946114873678e+01,-2.292167376904952647e+01,4.268028185909835770e+01
-2.672243989617597748e+01,-2.146789756215520839e+01,4.299225197305188573e+01
-2.714941479689932180e+01,-1.999900450733798962e+01,4.328319716023972319e+01
-2.754750298588481527e+01,-1.851599178783364508e+01,4.355271310839540178e+01
-2.793957060210478005e+01,-1.683075365957745362e+01,4.331376181859224062e+01
-2.829115126495157995e+01,-1.519174571564337306e+01,4.304236662734823682e+01
-2.860406789007939210e+01,-1.359997458574911100e+01,4.274068924650391210e+01
-2.888013301306397196e+01,-1.205629994308159603e+01,4.241085866481171252e+01
-2.912114291726517123e+01,-1.056143186240783827e+01,4.205496030817307940e+01
-2.932887603084638428e+01,-9.115945447755363418e+00,4.167503998550481725e+01
-2.950508859558540919e+01,-7.720281150720125218e+00,4.127308499931889685e+01
-2.965151241377782299e+01,-6.374755252896127544e+00,4.085103130929532966e+01
-2.976985304562229828e+01,-5.079564732317620290e+00,4.041075049561419519e+01
-2.986178730663841563e+01,-3.834794987043184111e+00,3.995404946629404463e+01
-2.992895659749149928e+01,-2.640425014651199387e+00,3.948267005732553514e+01
-2.997297406388104335e+01,-1.496336854062919164e+00,3.899827960854967301e+01
-2.999541341957657536e+01,-4.023172161805894098e-01,3.850247547361207978e+01
-2.999781447243379162e+01,6.419327431663349737e-01,3.799677753693707416e+01
-2.998167601110018410e+01,1.636789548732727306e+00,3.748263029255441126e+01
-2.994845904822822291e+01,2.582707773004576435e+00,3.696140316521447033e+01
-2.989958371200514264e+01,3.480209588772005702e+00,3.643438375123875517e+01
-2.983642674318220855e+01,4.329877865826621708e+00,3.590278561944261071e+01
-2.976032449379899703e+01,5.132355550835720592e+00,3.536774143279426852e+01
-2.967257133802362645e+01,5.888337893917854338e+00,3.483030732021920528e+01
-2.957441444637403904e+01,6.598567679439641509e+00,3.429146466807762295e+01
-2.946705807244775599e+01,7.263828531861467042e+00,3.375211639506601813e+01
-2.935166518877567654e+01,7.884946577352754282e+00,3.321309118845103114e+01
-2.922935236190747688e+01,8.462779838033362978e+00,3.267514476302869042e+01
-2.910118930747503185e+01,8.998217083853717213e+00,3.213896204111747323e+01
-2.896820513038603195e+01,9.492172549709824381e+00,3.160515514318749197e+01
-2.883138280837587786e+01,9.945588310456363601e+00,3.107427026839322792e+01
-2.869166339397495236e+01,1.035942006341169197e+01,3.054678727301784136e+01
-2.854994204659280754e+01,1.073464672449311408e+01,3.002311998870665732e+01
-2.840707014348041426e+01,1.107225584143191988e+01,2.950362263370919891e+01
-2.826385910093625142e+01,1.137325150656158179e+01,2.898858971240500892e+01
-2.812107565687714228e+01,1.163864391388287878e+01,2.847825316245587146e+01
-2.797944506102459883e+01,1.186945104191467948e+01,2.797279714028622877e+01
-2.783965291456128810e+01,1.206669815913079802e+01,2.747234917929392850e+01
-2.770234275146387759e+01,1.223141093472860064e+01,2.697698685238803051e+01
-2.756812099363014212e+01,1.236461759378907566e+01,2.648674166018144760e+01
-2.743755151849290996e+01,1.246734879379988215e+01,2.600159710594941131e+01
-2.731116391859960757e+01,1.254063216976316042e+01,2.552149676096819775e+01
-2.718944704558943570e+01,1.258549477290948460e+01,2.504634147376084741e+01
-2.707285652835501111e+01,1.260296093863948919e+01,2.457599603862066573e+01
-2.696180985181345235e+01,1.259404965046307368e+01,2.411028950256208603e+01
-2.685669213023241042e+01,1.255977656647791285e+01,2.364901775692118946e+01
-2.675785234800442680e+01,1.250115462173206815e+01,2.319194473347094032e+01
-2.666560904635371188e+01,1.241918897116160103e+01,2.273880745954280158e+01
-2.658024848348935620e+01,1.231488018456102473e+01,2.228931868900183488e+01
-2.650202455114450473e+01,1.218922342348478693e+01,2.184316341272378637e+01
-2.643116284740429123e+01,1.204320720441414494e+01,2.140000964020235941e+01
-2.636785834905661829e+01,1.187781612103284523e+01,2.095950305021960958e+01
-2.631228019617535097e+01,1.169402661303452362e+01,2.052127339127257244e+01
-2.626456770022816301e+01,1.149281151406541568e+01,2.008493613402460554e+01
-2.622483558375294876e+01,1.127513699828482885e+01,1.965009232605621747e+01
-2.619317491442276946e+01,1.104196446458803571e+01,1.921633607997981841e+01
-2.616964884098076283e+01,1.079424998659943213e+01,1.878324827206557401e+01
-2.615429924569628994e+01,1.053294684672308712e+01,1.835040576402522206e+01
-2.614714479213114373e+01,1.025900250833714189e+01,1.791738055536629304e+01
-2.614818358074859361e+01,9.973361475172994872e+00,1.748374060739094205e+01
-2.615739133288365181e+01,9.676964335422345798e+00,1.704905424876806208e+01
-2.617472485885119937e+01,9.370748917272250011e+00,1.661289071204198819e+01
-2.620012230476379500e+01,9.055652415886658702e+00,1.617482084879770454e+01
-2.623350187812996381e+01,8.732608279804473739e+00,1.573442184644818553e+01
-2.627476631648034200e+01,8.402548615267594556e+00,1.529127625923245581e+01
-2.632380022225028426e+01,8.066405495051936825e+00,1.484497333871463098e+01
-2.638047230346299088e+01,7.725109480849218890e+00,1.439511473665322860e+01
-2.644463762004147256e+01,7.379593069560275609e+00,1.394131392896829524e+01
-2.651613480480723695e+01,7.030786616432682656e+00,1.348319370993672095e+01
-2.659478959948715016e+01,6.679623239540239510e+00,1.302039670388951720e+01
-2.668041602372435150e+01,6.327036821829048918e+00,1.255257789337764507e+01
-2.677281421008098405e+01,5.973962742565747774e+00,1.207941440228542085e+01
-2.687177337980762459e+01,5.621338085017227648e+00,1.160060045844070586e+01
-2.697707112732077661e+01,5.270101412426350329e+00,1.111585361729650856e+01
-2.708847459879073227e+01,4.921193612112000793e+00,1.062491358053868495e+01
-2.720574264339505177e+01,4.575559562977922212e+00,1.012754547116604620e+01
-2.732862126714210760e+01,4.234145888831379878e+00,9.623541359954595364e+00
-2.745685514192139820e+01,3.897901744283146730e+00,9.112721178719771942e+00
-2.759017238197628075e+01,3.567776980211279980e+00,8.594934957124362285e+00
-2.772829764735613622e+01,3.244726459630623783e+00,8.070063378934882792e+00
-2.787094983410336013e+01,2.929706433817602651e+00,7.538021559997686083e+00
-2.801783977687984262e+01,2.623674087003438071e+00,6.998759973499944387e+00
-2.816867194230093929e+01,2.327588462211486409e+00,6.452262853639754603e+00
-2.832314544744151874e+01,2.042409245501080051e+00,5.898555878294866162e+00
-2.848095685115887576e+01,1.769099170077962579e+00,5.337702581766977872e+00
-2.864179419751511446e+01,1.508614478913500756e+00,4.769808022052233198e+00
-2.880534532792822588e+01,1.261916699312862988e+00,4.195020442911524761e+00
-2.897129286545796134e+01,1.029962202946268945e+00,3.613535860203767491e+00
-2.913931342465712149e+01,8.137040379397051382e-01,3.025591303809917587e+00
-2.930908720924439947e+01,6.140901013267622277e-01,2.431476044830757299e+00
-2.948028799516325194e+01,4.320651460866652416e-01,1.831527197650123284e+00
-2.965258706985937209e+01,2.685644174142473584e-01,1.226134153403565685e+00
-2.982565642104288628e+01,1.245148995829833127e-01,6.157375221823280231e-01
-2.999916576298848980e+01,8.336290213521299272e-04,8.335546951753488405e-04
-3.017278633919159603e+01,-1.015771400879968284e-01,-6.180273579267435702e-01
-3.034618571254239328e+01,-1.818274709519854537e-01,-1.240235373468455027e+00
-3.051903546587852034e+01,-2.390466538812810182e-01,-1.865124808462868877e+00
-3.069100456810487643e+01,-2.723820062519287655e-01,-2.491969370962527908e+00
-3.086176461086661149e+01,-2.810047229879260033e-01,-3.119980906893422556e+00
-3.103098929297350139e+01,-2.641075716724371469e-01,-3.748311599341355826e+00
-3.119835368171640866e+01,-2.209162026024539260e-01,-4.376047150569005950e+00
-3.136353379733192526e+01,-1.506836433526151375e-01,-5.002213667473897729e+00
-3.152620945545440279e+01,-5.269974080768360242e-02,-5.625769764808075557e+00
-3.168606550714360637e+01,7.370803665620775935e-02,-6.245610190631671443e+00
-3.184278975079434204e+01,2.291705817454944283e-01,-6.860563405718270502e+00
-3.199606989899375975e+01,4.142719470470898613e-01,-7.469393029325670952e+00
-3.214560361197801086e+01,6.295463954982912780e-01,-8.070796465163031286e+00
-3.229109161908930758e+01,8.754748877212921165e-01,-8.663405522322589647e+00
-3.243223999649880795e+01,1.152477291692993067e+00,-9.245786189241288255e+00
-3.256876038064326906e+01,1.460910917633099215e+00,-9.816440575363825971e+00
-3.270037241281513474e+01,1.801062431193391378e+00,-1.037380648770875702e+01
-3.282680066992700318e+01,2.173149513339719618e+00,-1.091626049111990504e+01
-3.294778082555968268e+01,2.577305951278562546e+00,-1.144211777000264441e+01
-3.306305290512478479e+01,3.013583045361455159e+00,-1.194963367492345974e+01
-3.317236689710195208e+01,3.481943760083263228e+00,-1.243700668705805690e+01
-3.327548347289610575e+01,3.982253459290408859e+00,-1.290238298665932071e+01
-3.337217074740227218e+01,4.514276930633969620e+00,-1.334385745248458832e+01
-3.346220915392809303e+01,5.077672949228101196e+00,-1.375947429488215157e+01
-3.354539234182157514e+01,5.671988210506132333e+00,-1.414723830476435218e+01
-3.362151983692883306e+01,6.296649474667749935e+00,-1.450511095385544813e+01
-3.369040867572797282e+01,6.950960757050243188e+00,-1.483102413856138924e+01
-3.375188584957751203e+01,7.634092841898432624e+00,-1.512287634754786403e+01
-3.380579632659861744e+01,8.345084133728022380e+00,-1.537854606243151068e+01
-3.385199429781068403e+01,9.082830838159342335e+00,-1.559589277790159656e+01
-3.339035240754991207e+01,9.846080366953954055e+00,-1.577276956081059467e+01
-3.292076014496516478e+01,1.062880084981927986e+01,-1.591011916527899572e+01
-3.244312090937702919e+01,1.142935033681860268e+01,-1.600650094304995719e+01
-3.195735879692288606e+01,1.224600042483940854e+01,-1.606052274158178150e+01
-3.146341361647653301e+01,1.307694071131171398e+01,-1.607084331820133372e+01
-3.096124582156857841e+01,1.392027811468630816e+01,-1.603618151582070794e+01
-3.045083565399437475e+01,1.477403269864367807e+01,-1.595531399758420399e+01
-2.993218456991354159e+01,1.563614963427206561e+01,-1.582708331409470759e+01
-2.940531583053500242e+01,1.650448869902480453e+01,-1.565040206044900728e+01
-2.887027402653768249e+01,1.737683326143056206e+01,-1.542425887872406420e+01
