q0 (),q1,q2,q3
6.654505343583804189e-01,4.334751028453869837e-01,-5.853727382984970085e-01,1.631369939414306913e-01
6.622708684398831425e-01,4.518022713109721700e-01,-5.745404868864864012e-01,1.648491230864419510e-01
6.589675805902099892e-01,4.698396886350115764e-01,-5.633043958413657126e-01,1.664348291080761377e-01
6.555452711800243693e-01,4.875763554348259698e-01,-5.516727274480573984e-01,1.678895376264465666e-01
6.520087057599490699e-01,5.050015127968621176e-01,-5.396540469290795894e-01,1.692088334549455841e-01
6.483628097529454681e-01,5.221046508243181172e-01,-5.272572153305319365e-01,1.703884661553591306e-01
6.446126629666713015e-01,5.388755169717581728e-01,-5.144913821632429718e-01,1.714243554200881592e-01
6.407634939313722189e-01,5.553041241596168298e-01,-5.013659778055163940e-01,1.723125962757788843e-01
6.368206740690248724e-01,5.713807586616845846e-01,-4.878907056741196291e-01,1.730494641028403058e-01
6.327897116996320515e-01,5.870959877588775022e-01,-4.740755341703620229e-01,1.736314194655170229e-01
6.286762458907250162e-01,6.024406671527990920e-01,-4.599306884083049773e-01,1.740551127473647097e-01
6.244860401562983832e-01,6.174059481328090238e-01,-4.454666417323328576e-01,1.743173885871708850e-01
6.202249760115546851e-01,6.319832844905415303e-01,-4.306941070315034592e-01,1.744152901105558706e-01
6.158990463899833845e-01,6.461644391760321682e-01,-4.156240278582641889e-01,1.743460629526972783e-01
6.115143489294315726e-01,6.599414906898544153e-01,-4.002675693592938622e-01,1.741071590678248127e-01
6.070770791339780148e-01,6.733068392058887408e-01,-3.846361090263944460e-01,1.736962403213405393e-01
6.025935234185317846e-01,6.862532124195901417e-01,-3.687412272755064002e-01,1.731111818606348440e-01
5.980700520432149503e-01,6.987736711168676118e-01,-3.525946978620747574e-01,1.723500752608889131e-01
5.935131119446853676e-01,7.108616144589381403e-01,-3.362084781411298628e-01,1.714112314423791028e-01
5.889292194716791995e-01,7.225107849787626435e-01,-3.195946991805794779e-01,1.702931833560166475e-01
5.843249530321515950e-01,7.337152732849321346e-01,-3.027656557363392342e-01,1.689946884340919331e-01
5.797069456594802217e-01,7.444695224691321167e-01,-2.857337960980391722e-01,1.675147308034223292e-01
5.750818775052878307e-01,7.547683322135778639e-01,-2.685117118141575054e-01,1.658525232583397124e-01
5.704564682665164144e-01,7.646068625950773745e-01,-2.511121273055342273e-01,1.640075089911882666e-01
5.658374695544674537e-01,7.739806375826429052e-01,-2.335478893763102970e-01,1.619793630782445093e-01
5.612316572135738202e-01,7.828855482258524345e-01,-2.158319566314242099e-01,1.597679937192144906e-01
5.566458235977295166e-01,7.913178555314364093e-01,-1.979773888098733670e-01,1.573735432287090008e-01
5.520867698120540679e-01,7.992741930258314698e-01,-1.799973360430180969e-01,1.547963887783389003e-01
5.475612979280182202e-01,8.067515690017298402e-01,-1.619050280472681957e-01,1.520371428883232623e-01
5.430762031798752609e-01,8.137473684469291868e-01,-1.437137632605415827e-01,1.490966536677515997e-01
5.386382661503746894e-01,8.202593546540749569e-01,-1.254368979319286648e-01,1.459760048028909685e-01
5.342542449537591720e-01,8.262856705101592203e-01,-1.070878351740335993e-01,1.426765152931779856e-01
5.299308674240517103e-01,8.318248394649307986e-01,-8.868001398748959208e-02,1.391997389347869318e-01
5.256748233166428363e-01,8.368757661776518031e-01,-7.022689826716255190e-02,1.355474635519174631e-01
5.214927565311747726e-01,8.414377368419246883e-01,-5.174196579956825970e-02,1.317217099761962829e-01
5.173912573637214907e-01,8.455104191885942644e-01,-3.323869726102955668e-02,1.277247307748363980e-01
5.133768547962347384e-01,8.490938621670091058e-01,-1.473056522609371422e-02,1.235590087284505201e-01
5.094560088311963497e-01,8.521884953052197842e-01,3.768976804287831051e-03,1.192272550596628622e-01
5.056351028793782953e-01,8.547951277499700184e-01,2.224650534533768181e-02,1.147324074139146610e-01
5.019204362085772919e-01,8.569149469876188308e-01,4.068863783234231979e-02,1.100776275941038745e-01
4.983182164611321685e-01,8.585495172474093550e-01,5.908204347644765986e-02,1.052662990509482532e-01
4.948345522479764558e-01,8.597007775887859360e-01,7.741345406300494114e-02,1.003020241312037597e-01
4.914754458269021131e-01,8.603710396747372702e-01,9.566967468316978085e-02,9.518862108611428341e-02
4.882467858726477483e-01,8.605629852334176766e-01,1.138375943895222758e-01,8.993012084270811390e-02
4.851543403463410842e-01,8.602796632105677022e-01,1.319041967665509074e-01,8.453076354079598620e-02
4.822037494717287265e-01,8.595244866155381525e-01,1.498565704069262094e-01,7.899499483876114281e-02
4.794005188255316963e-01,8.583012290639813191e-01,1.676819192845809547e-01,7.332746199146268629e-02
4.767500125491648810e-01,8.566140210205420713e-01,1.853675730157118839e-01,6.753300970380610169e-02
4.742574466889498130e-01,8.544673457451397169e-01,2.029009969989236939e-01,6.161667576376003014e-02
4.719278826718247277e-01,8.518660349466993242e-01,2.202698024258535614e-01,5.558368645882173775e-02
4.697662209234296782e-01,8.488152641484379979e-01,2.374617561537327726e-01,4.943945178015174413e-02
4.677771946353226351e-01,8.453205477690710623e-01,2.544647904314756848e-01,4.318956041881530372e-02
4.659653636879383942e-01,8.413877339245405818e-01,2.712670124710192532e-01,3.683977455877997242e-02
4.643351087357565632e-01,8.370229989551232208e-01,2.878567138557854843e-01,3.039602447152425779e-02
4.628906254609891913e-01,8.322328416830052644e-01,3.042223797782869776e-01,2.386440291731387053e-02
4.616359190019495018e-01,8.270240774056525357e-01,3.203526980990575868e-01,1.725115935840226822e-02
4.605747985620979312e-01,8.214038316305228848e-01,3.362365682192530736e-01,1.056269398960446582e-02
4.597108722055867625e-01,8.153795335569038460e-01,3.518631097594435153e-01,3.805551591880784734e-03
4.590475418449476153e-01,8.089589093108698892e-01,3.672216710372913639e-01,-3.013584785253986542e-03
4.585879984263936393e-01,8.021499749395706313e-01,3.823018373370037915e-01,-9.887900306497998670e-03
4.583352173180168521e-01,7.949610291712592147e-01,3.970934389636304185e-01,-1.681045499253847053e-02
4.582919539059678860e-01,7.874006459476866615e-01,4.115865590754829717e-01,-2.377419051450549436e-02
4.584607394035054573e-01,7.794776667356708710e-01,4.257715412881524220e-01,-3.077193713461265356e-02
4.588438768776069709e-01,7.712011926248442117e-01,4.396389970438101535e-01,-3.779642078633824176e-02
4.594434374976251734e-01,7.625805762187604087e-01,4.531798127396965414e-01,-4.484027028735243503e-02
4.602612570102585510e-01,7.536254133267225042e-01,4.663851566099169177e-01,-5.189602467825954468e-02
4.612989324448873996e-01,7.443455344638658655e-01,4.792464853548942805e-01,-5.895614068008780961e-02
4.625578190531133282e-01,7.347509961671793155e-01,4.917555505130553617e-01,-6.601300026333309368e-02
4.640390274861154740e-01,7.248520721353182150e-01,5.039044045695635354e-01,-7.305891832123678764e-02
4.657434212132046114e-01,7.146592442001977741e-01,5.156854067971516908e-01,-8.008615043987241111e-02
4.676716141847235830e-01,7.041831931385073018e-01,5.270912288243503330e-01,-8.708690075750466497e-02
4.698239687422164357e-01,6.934347893314122269e-01,5.381148599266549759e-01,-9.405332990558740169e-02
4.722005937785483387e-01,6.824250832808343992e-01,5.487496120364310226e-01,-1.009775630236677824e-01
4.748013431504127801e-01,6.711652959908245286e-01,5.589891244676038484e-01,-1.078516978403888382e-01
4.776258143454220617e-01,6.596668092226503077e-01,5.688273683514457613e-01,-1.146678128127010254e-01
4.806733474057357514e-01,6.479411556323245724e-01,5.782586507800294706e-01,-1.214179753153236396e-01
4.839430241099324514e-01,6.360000087993867846e-01,5.872776186541872612e-01,-1.280942498724293444e-01
4.874336674145781090e-01,6.238551731558461544e-01,5.958792622330745248e-01,-1.346887064234811859e-01
4.911438411566928508e-01,6.115185738242716607e-01,6.040589183827116404e-01,-1.411934286150977047e-01
4.950718500180689707e-01,5.990022463740781733e-01,6.118122735211498631e-01,-1.476005221107844212e-01
4.992157397521420625e-01,5.863183265051226112e-01,6.191353662581763340e-01,-1.539021229103350319e-01
5.035732976738512834e-01,5.734790396677775792e-01,6.260245897277527671e-01,-1.600904056706871914e-01
5.081420534126805943e-01,5.604966906287017769e-01,6.324766936116552607e-01,-1.661575920200040468e-01
5.129192799288087024e-01,5.473836529915493410e-01,6.384887858530637894e-01,-1.720959588567372578e-01
5.179019947920485700e-01,5.341523586818981428e-01,6.440583340591253814e-01,-1.778978466254322599e-01
5.230869617229919610e-01,5.208152874056949377e-01,6.491831665917964234e-01,-1.835556675610438004e-01
5.284706923955211355e-01,5.073849560905292488e-01,6.538614733465477613e-01,-1.890619138935502319e-01
5.340494484995977897e-01,4.938739083190455403e-01,6.580918062187934847e-01,-1.944091660046721182e-01
5.398192440629830946e-01,4.802947037638001238e-01,6.618730792581930533e-01,-1.995901005285346530e-01
5.457758480302872250e-01,4.666599076328557527e-01,6.652045685112394358e-01,-2.045974983881548859e-01
5.519147870974943082e-01,4.529820801353875992e-01,6.680859115528423597e-01,-2.094242527596852088e-01
5.582313487998589174e-01,4.392737659765403313e-01,6.705171067078770086e-01,-2.140633769563946021e-01
5.647205848508243253e-01,4.255474838907332136e-01,6.724985119639573794e-01,-2.185080122244307532e-01
5.713773147293592647e-01,4.118157162225706269e-01,6.740308435769617468e-01,-2.227514354424847964e-01
5.781961295128644762e-01,3.980908985644572851e-01,6.751151743711090170e-01,-2.267870667175553301e-01
5.851713959525670639e-01,3.843854094599536975e-01,6.757529317356636422e-01,-2.306084768690930820e-01
5.922972607880678808e-01,3.707115601818301576e-01,6.759458953206090026e-01,-2.342093947939002108e-01
5.995676552974815721e-01,3.570815845937054256e-01,6.756961944338987225e-01,-2.375837147042616782e-01
6.069763000793632068e-01,3.435076291040676799e-01,6.750063051431582917e-01,-2.407255032318985633e-01
6.145167100623962764e-01,3.300017427213757237e-01,6.738790470849721492e-01,-2.436290063904413827e-01
6.221821997385799108e-01,3.165758672188342948e-01,6.723175799851477397e-01,-2.462886563892441594e-01
6.299658886154386739e-01,3.032418274173291906e-01,6.703253998936036240e-01,-2.486990782914964560e-01
6.378607068825469240e-01,2.900113215948924017e-01,6.679063351377784175e-01,-2.508550965097247620e-01
6.458594012874586676e-01,2.768959120309335553e-01,6.650645419987060158e-01,-2.527517411319154528e-01
6.539545412159105675e-01,2.639070156933430722e-01,6.618045001141474870e-01,-2.543842540716403366e-01
6.621385249709708098e-01,2.510558950764328334e-01,6.581310076134041509e-01,-2.557480950357274851e-01
6.704035862455897110e-01,2.383536491975364879e-01,6.540491759886727374e-01,-2.568389473031847947e-01
6.787418007828315281e-01,2.258112047599251104e-01,6.495644247080358813e-01,-2.576527233092410496e-01
6.871450932178577720e-01,2.134393074895431508e-01,6.446824755754064773e-01,-2.581855700285577981e-01
6.956052440955557969e-01,2.012485136528968099e-01,6.394093468429542515e-01,-2.584338741518394378e-01
7.041138970575268052e-01,1.892491817632516171e-01,6.337513470817736083e-01,-2.583942670502571981e-01
7.126625661919659960e-01,1.774514644821168774e-01,6.277150688167463244e-01,-2.580636295222961119e-01
7.212426435398064939e-01,1.658653007228057252e-01,6.213073819317649349e-01,-2.574390963178299629e-01
7.298454067503308274e-01,1.545004079626678406e-01,6.145354268516737273e-01,-2.565180604344357018e-01
7.384620268793016251e-01,1.433662747703909335e-01,6.074066075074835425e-01,-2.552981771811619338e-01
7.470835763225106563e-01,1.324721535545637929e-01,5.999285840915936641e-01,-2.537773680051850222e-01
7.557010368774995657e-01,1.218270535394847809e-01,5.921092656099354867e-01,-2.519538240769974569e-01
7.643053079260769822e-01,1.114397339739808812e-01,5.839568022381312895e-01,-2.498260096300015110e-01
7.728872147301177886e-01,1.013186975787862265e-01,5.754795774889146509e-01,-2.473926650506022007e-01
7.814375168330146559e-01,9.147218423780137386e-02,5.666862001982329033e-01,-2.446528097151265679e-01
7.899469165590288222e-01,8.190816493832547840e-02,5.575854963375859175e-01,-2.416057445701302597e-01
7.984060676026858427e-01,7.263433596512039458e-02,5.481865006603212631e-01,-2.382510544528884111e-01
8.068055837002579000e-01,6.365811335292689832e-02,5.384984481897234776e-01,-2.345886101491114761e-01
8.151360473752756741e-01,5.498662760181091680e-02,5.285307655568796115e-01,-2.306185701851671821e-01
8.233880187499343917e-01,4.662671865947204397e-02,5.182930621964179085e-01,-2.263413823523401924e-01
8.315520444141742962e-01,3.858493117439848463e-02,5.077951214083340492e-01,-2.217577849609102536e-01
8.396186663441451703e-01,3.086751002349794049e-02,4.970468912942305195e-01,-2.168688078220780968e-01
8.475784308617044793e-01,2.348039611757993250e-02,4.860584755763857623e-01,-2.116757729560289070e-01
8.554218976265363095e-01,1.642922248780721850e-02,4.748401243081716849e-01,-2.061802950246742760e-01
8.631396486524398615e-01,9.719310655971133417e-03,4.634022244844145932e-01,-2.003842814878745437e-01
8.707222973392865217e-01,3.355667291184735723e-03,4.517552905603738345e-01,-1.942899324822017215e-01
8.781604975121202195e-01,-2.657018844678712965e-03,4.399099548880805455e-01,-1.878997404215648759e-01
8.854449524588483555e-01,-8.314379660741069711e-03,4.278769580788379656e-01,-1.812164893192813042e-01
8.925664239579530479e-01,-1.361237020827575639e-02,4.156671393007353998e-01,-1.742432538314395429e-01
8.995157412876508829e-01,-1.854727085774271478e-02,4.032914265200740478e-01,-1.669833980216633429e-01
9.062838102079214808e-01,-2.311568918045027454e-02,3.907608266956364429e-01,-1.594405738476494250e-01
9.128616219068411697e-01,-2.731456153386324637e-02,3.780864159347577802e-01,-1.516187193701146185e-01
9.192402619026676103e-01,-3.114115434984940367e-02,3.652793296201776174e-01,-1.435220566850528567e-01
9.254109188931521901e-01,-3.459306512542890955e-02,3.523507525166603704e-01,-1.351550895804623786e-01
9.313648935435832055e-01,-3.766822311586275757e-02,3.393119088663743566e-01,-1.265226009189691081e-01
9.370936072051101462e-01,-4.036488973019072835e-02,3.261740524820142539e-01,-1.176296497480298076e-01
9.425886105549412530e-01,-4.268165862959808626e-02,3.129484568466378014e-01,-1.084815681396611581e-01
9.478415921500668029e-01,-4.461745552926480590e-02,2.996464052291618052e-01,-9.908395776189772575e-02
9.528443868862281896e-01,-4.617153770461828594e-02,2.862791808244377623e-01,-8.944268618443897145e-02
9.575889843539154844e-01,-4.734349320318140264e-02,2.728580569267810563e-01,-7.956388292120039618e-02
9.620675370832681983e-01,-4.813323976347416711e-02,2.593942871457875499e-01,-6.945393521273607318e-02
9.662723686698316827e-01,-4.854102344269363434e-02,2.458990956732111655e-01,-5.911948355175059705e-02
9.701959817732244140e-01,-4.856741695516013368e-02,2.323836676096149578e-01,-4.856741695516493540e-02
9.738310659808708802e-01,-4.821331772377979857e-02,2.188591393594379320e-01,-3.780486798644683982e-02
9.771705055290662578e-01,-4.747994564703219428e-02,2.053365891030387302e-01,-2.683920753215581628e-02
9.802073868737561924e-01,-4.636884058424905336e-02,1.918270273541917148e-01,-1.567803933689309800e-02
9.829350061035453390e-01,-4.488185956220291928e-02,1.783413876114167962e-01,-4.329194301079749424e-03
9.853468761875704418e-01,-4.302117370627549925e-02,1.648905171114211088e-01,7.199275453782331795e-03
9.874367340510267210e-01,-4.078926489972268393e-02,1.514851676928218316e-01,1.889910274748522745e-02
9.891985474712710058e-01,-3.818892217479636503e-02,1.381359867782021300e-01,3.076181172602199254e-02
9.906265217875872553e-01,-3.522323783972321209e-02,1.248535084824281827e-01,4.277872446370408616e-02
9.917151064178524322e-01,-3.189560334577608292e-02,1.116481448550226546e-01,5.494096777695413325e-02
9.924590011755166641e-01,-2.820970489890520239e-02,9.853017726425324085e-02,6.723948024403060553e-02
9.928531623804734974e-01,-2.416951882062334800e-02,8.550974793044760491e-02,7.966501942473742937e-02
9.928928087575872308e-01,-1.977930666306130375e-02,7.259685161589538027e-02,9.220816927397335050e-02
9.925734271168171752e-01,-1.504361008332757640e-02,5.980132747853772468e-02,1.048593477427834375e-01
9.918907778090833016e-01,-9.967245482518597571e-03,4.713285109648120141e-02,1.176088145603879503e-01
9.908408999522022587e-01,-4.555298414932765390e-03,3.460092667019958740e-02,1.304466791904820566e-01
9.894201164214320166e-01,1.186882226756630614e-03,2.221487940911063066e-02,1.433629089549256219e-01
9.876250385993746717e-01,7.253690244418481252e-03,9.983848109030938819e-03,1.563473373177725056e-01
9.854525708801880057e-01,1.363926837932961239e-02,-2.083222073177670546e-03,1.693896723224258272e-01
9.828999149232872101e-01,2.033751476266355482e-02,-1.397758664165154631e-02,1.824795051745503327e-01
9.799645736519358996e-01,2.734208956509863106e-02,-2.569070857434021041e-02,1.956063189632222810e-01
9.766443549923509160e-01,3.464642183886975507e-02,-3.721426492088052151e-02,2.087594975126554897e-01
9.729373753491785681e-01,4.224371654542288801e-02,-4.854015318002805057e-02,2.219283343567046429e-01
9.688420628134400969e-01,5.012696176167248663e-02,-5.966049745135940108e-02,2.351020418282203095e-01
9.643571600992805193e-01,5.828893605771016256e-02,-7.056765435617924631e-02,2.482697602552063065e-01
9.594817272060941482e-01,6.672221603866738959e-02,-8.125421872279034452e-02,2.614205672556170756e-01
9.542151438028595445e-01,7.541918404329736592e-02,-9.171302903151348773e-02,2.745434871225249096e-01
9.485571113317547987e-01,8.437203599170969848e-02,-1.019371726150772456e-01,2.876275002912875300e-01
9.425076548283845002e-01,9.357278937456796342e-02,-1.119199906102333331e-01,3.006615528802560333e-01
9.360671244562054349e-01,1.030132913759438662e-01,-1.216550826566940996e-01,3.136345662964759029e-01
9.292361967529950695e-01,1.126852271219123125e-01,-1.311363113397310542e-01,3.265354468977619828e-01
9.220158755874687806e-01,1.225801280468709065e-01,-1.403578063730204772e-01,3.393530957024555317e-01
9.144074928244175782e-01,1.326893803694727536e-01,-1.493139685185707610e-01,3.520764181381128011e-01
9.064127086970019676e-01,1.430042336699764438e-01,-1.579994732408184777e-01,3.646943338203248453e-01
8.980335118851007215e-01,1.535158095607369599e-01,-1.664092740922334668e-01,3.771957863528173638e-01
8.892722192988905539e-01,1.642151104414937279e-01,-1.745386058280303798e-01,3.895697531399496261e-01
8.801314755670937018e-01,1.750930283310454805e-01,-1.823829872478420211e-01,4.018052552027005508e-01
8.706142522296046460e-01,1.861403537668513963e-01,-1.899382237624688274e-01,4.138913669892091418e-01
8.607238466344773187e-01,1.973477847640472405e-01,-1.972004096840818399e-01,4.258172261709268769e-01
8.504638805395295931e-01,2.087059358253298968e-01,-2.041659302385159247e-01,4.375720434154352079e-01
8.398382984190828626e-01,2.202053469931314900e-01,-2.108314632985573145e-01,4.491451121269861013e-01
8.288513654766407335e-01,2.318364929354819193e-01,-2.171939808373884451e-01,4.605258181458370959e-01
8.175076653645662050e-01,2.435897920569451425e-01,-2.232507501016228468e-01,4.717036493974722244e-01
8.058120976121030399e-01,2.554556156260074373e-01,-2.289993345036214767e-01,4.826682054828330681e-01
7.937698747633414875e-01,2.674242969102987311e-01,-2.344375942330521601e-01,4.934092072007172369e-01
7.813865192270073035e-01,2.794861403110366904e-01,-2.395636865879122446e-01,5.039165059935520885e-01
7.686678598402182372e-01,2.916314304881026387e-01,-2.443760660255027417e-01,5.141800933078026770e-01
7.556200281486119552e-01,3.038504414671840403e-01,-2.488734839341015248e-01,5.241901098603358733e-01
7.422494544055208143e-01,3.161334457204516557e-01,-2.530549881263460255e-01,5.339368548021345973e-01
7.285628632931258064e-01,3.284707232122833775e-01,-2.569199220555963281e-01,5.434107947708325392e-01
7.145672693687803445e-01,3.408525704015935021e-01,-2.604679237568081063e-01,5.526025728236246826e-01
7.002699722399541304e-01,3.532693091923893580e-01,-2.636989245136996396e-01,5.615030172422086352e-01
6.856785514715012519e-01,3.657112958242360046e-01,-2.666131472542564440e-01,5.701031502015071473e-01
6.708008612292011286e-01,3.781689296943903655e-01,-2.692111046768637661e-01,5.783941962940361003e-01
6.556450246637774981e-01,3.906326621034409974e-01,-2.714935971096130718e-01,5.863675909018987165e-01
6.402194280398371129e-01,4.030930049163831130e-01,-2.734617101055704658e-01,5.940149884085093035e-01
6.245327146144117325e-01,4.155405391311515206e-01,-2.751168117770438903e-01,6.013282702422864112e-01
6.085937782700256982e-01,4.279659233467391077e-01,-2.764605498721230958e-01,6.082995527446909412e-01
5.924117569074398570e-01,4.403599021231407451e-01,-2.774948485970069045e-01,6.149211948551313034e-01
5.759960256034503123e-01,4.527133142254750053e-01,-2.782219051878654370e-01,6.211858056054161414e-01
5.593561895393461825e-01,4.650171007447699845e-01,-2.786441862362130650e-01,6.270862514165893575e-01
5.425020767058433835e-01,4.772623130880226938e-01,-2.787644237719974494e-01,6.326156631911540318e-01
5.254437303905290513e-01,4.894401208302866513e-01,-2.785856111088282350e-01,6.377674431938653576e-01
5.081914014540575009e-01,5.015418194216832992e-01,-2.781109984559896331e-01,6.425352717144492409e-01
4.907555404015367939e-01,5.135588377423899731e-01,-2.773440883020899528e-01,6.469131135057966109e-01
4.731467892557477684e-01,5.254827454988080238e-01,-2.762886305754115868e-01,6.508952239913697868e-01
4.553759732390232351e-01,5.373052604542895017e-01,-2.749486175862265736e-01,6.544761552357607481e-01
4.374540922708008983e-01,5.490182554879590171e-01,-2.733282787565405880e-01,6.576507616725419947e-01
4.193923122880436338e-01,5.606137654753573507e-01,-2.714320751429181167e-01,6.604142055837673997e-01
4.012019563958899027e-01,5.720839939848033628e-01,-2.692646937582309774e-01,6.627619623256844061e-01
3.828944958560656087e-01,5.834213197835675935e-01,-2.668310416983500355e-01,6.646898252954551722e-01
3.644815409207435852e-01,5.946183031481381276e-01,-2.641362400799762700e-01,6.661939106338954364e-01
3.459748315196939372e-01,6.056676919730620279e-01,-2.611856177959736014e-01,6.672706616594791251e-01
3.273862278087106281e-01,6.165624276730451436e-01,-2.579847050947310927e-01,6.679168530290942041e-01
3.087277005874345948e-01,6.272956508732042691e-01,-2.545392269902334581e-01,6.681295946212625347e-01
2.900113215948328937e-01,6.378607068825752346e-01,-2.508550965096731922e-01,6.679063351377964031e-01
2.712492536907059604e-01,6.482511509462007826e-01,-2.469384077855746040e-01,6.672448654200990870e-01
2.524537409317217374e-01,6.584607532713399047e-01,-2.427954289995398751e-01,6.661433214765785094e-01
-2.336370985505716591e-01,-6.684835038235688032e-01,2.384325951848526581e-01,-6.646001872178877168e-01
-2.148117028469590795e-01,-6.783136168887687889e-01,2.338565008953009117e-01,-6.626142968969749303e-01
-1.959899809992036446e-01,-6.879455353972330212e-01,2.290738927476856368e-01,-6.601848372511807117e-01
-1.771844008053521935e-01,-6.973739350063540288e-01,2.240916618456027798e-01,-6.573113493438841326e-01
-1.584074603627466105e-01,-7.065937279385993142e-01,2.189168360921757150e-01,-6.539937301034688399e-01
-1.396716776950726879e-01,-7.156000665717174858e-01,2.135565723995061782e-01,-6.502322335576511403e-01
-1.209895803359757882e-01,-7.243883467783673868e-01,2.080181488027041392e-01,-6.460274717614755691e-01
-1.023736948783867395e-01,-7.329542110126034959e-01,2.023089564864333223e-01,-6.413804154175659633e-01
-8.383653649873321068e-02,-7.412935511409021183e-01,1.964364917319703085e-01,-6.362923941874858436e-01
-6.539059846525710484e-02,-7.494025110156676828e-01,1.904083477928454060e-01,-6.307650966933463499e-01
-4.704834163968121818e-02,-7.572774887893994888e-01,1.842322067071809344e-01,-6.248005702090700941e-01
-2.882218398149469230e-02,-7.649151389679669233e-01,1.779158310548987210e-01,-6.184012200409999549e-01
-1.072449006412964922e-02,-7.723123742016815285e-01,1.714670556679952773e-01,-6.115698085978202858e-01
7.232439387696298905e-03,-7.794663668131240897e-01,1.648937793021172105e-01,-6.043094541500375616e-01
2.503637793019766744e-02,-7.863745500609277128e-01,1.582039562776955677e-01,-5.966236292795439322e-01
4.267518379303911202e-02,-7.930346191389876509e-01,1.514055880989111647e-01,-5.885161590200678194e-01
6.013681022292169387e-02,-7.994445319108131054e-01,1.445067150587665550e-01,-5.799912186895916921e-01
7.740931576903781197e-02,-8.056025093790023517e-01,1.375154078385373291e-01,-5.710533314160984864e-01
9.448087450122985564e-02,-8.115070358900773329e-01,1.304397591098730158e-01,-5.617073653582813630e-01
1.113397861517320675e-01,-8.171568590751637773e-01,1.232878751477973767e-01,-5.519585306231261645e-01
1.279744861714423865e-01,-8.225509895272693495e-01,1.160678674628307927e-01,-5.418123758825522662e-01
1.443735556917308815e-01,-8.276887002161547047e-01,1.087878444604236106e-01,-5.312747846915698569e-01
1.605257313828615529e-01,-8.325695256420534429e-01,1.014559031358533425e-01,-5.203519715106802446e-01
1.764199152001829918e-01,-8.371932607297476459e-01,9.408012081268865567e-02,-5.090504774355120166e-01
1.920451840093407858e-01,-8.415599594647500403e-01,8.666854693286368816e-02,-4.973771656369567196e-01
2.073907990818575908e-01,-8.456699332735975183e-01,7.922919490634258710e-02,-4.853392165153256332e-01
2.224462154525314594e-01,-8.495237491505049920e-01,7.177003402828591172e-02,-4.729441225723123310e-01
2.372010911302098179e-01,-8.531222275328675941e-01,6.429898147155108101e-02,-4.601996830047987985e-01
2.516452961536268518e-01,-8.564664399283474783e-01,5.682389436226920054e-02,-4.471139980248006740e-01
2.657689214841192360e-01,-8.595577062965109594e-01,4.935256194614687231e-02,-4.336954629100940872e-01
2.795622877271641826e-01,-8.623975921882189866e-01,4.189269785304430838e-02,-4.199527617903114907e-01
2.930159536748265792e-01,-8.649879056462094207e-01,3.445193246727099035e-02,-4.058948611735391232e-01
3.061207246613606991e-01,-8.673306938705314106e-01,2.703780541092365430e-02,-3.915310032186811728e-01
3.188676607243650651e-01,-8.694282396527150958e-01,1.965775814746725803e-02,-3.768706987590937363e-01
3.312480845640525251e-01,-8.712830575827871238e-01,1.231912671263515890e-02,-3.619237200832158274e-01
3.432535892933644694e-01,-8.728978900334479762e-01,5.029134579587535292e-03,-3.467000934781487853e-01
3.548760459718448557e-01,-8.742757029259501378e-01,-2.205114334877356086e-03,-3.312100915423547010e-01
3.661076109163732828e-01,-8.754196812824071028e-01,-9.376642516413777328e-03,-3.154642252738545372e-01
3.769407327820420983e-01,-8.763332245694809286e-01,-1.647860554502689201e-02,-2.994732359405162803e-01
3.873681594066568645e-01,-8.770199418385810075e-01,-2.350429862644727586e-02,-2.832480867392216939e-01
3.973829444125530075e-01,-8.774836466679075686e-01,-3.044716295681913765e-02,-2.667999542508983080e-01
4.069784535596275843e-01,-8.777283519118490585e-01,-3.730079191471198652e-02,-2.501402196985898496e-01
4.161483708436934936e-01,-8.777582642634315091e-01,-4.405893707464225706e-02,-2.332804600159228692e-01
4.248867043344861094e-01,-8.775777786356926402e-01,-5.071551403647511780e-02,-2.162324387335028408e-01
4.331877917478808571e-01,-8.771914723680199755e-01,-5.726460806526829928e-02,-1.990080966909420213e-01
4.410463057471125103e-01,-8.766040992636490170e-01,-6.370047953631363669e-02,-1.816195425823854681e-01
4.484572589680176913e-01,-8.758205834646921595e-01,-7.001756918032864263e-02,-1.640790433435564966e-01
4.554160087635570342e-01,-8.748460131712000321e-01,-7.621050312395603876e-02,-1.463990143884920381e-01
4.619182616631304916e-01,-8.736856342109166063e-01,-8.227409772093725870e-02,-1.285920097042797250e-01
4.679600775424436754e-01,-8.723448434665144191e-01,-8.820336416953987457e-02,-1.106707118122423200e-01
4.735378734999299843e-01,-8.708291821672334843e-01,-9.399351291203270065e-02,-9.264792160414218880e-02
4.786484274359928404e-01,-8.691443290519794695e-01,-9.963995781222470538e-02,-7.453654806209790429e-02
4.832888813315949772e-01,-8.672960934110355291e-01,-1.051383201073080864e-01,-5.634959787101542078e-02
4.874567442229855718e-01,-8.652904080136647469e-01,-1.104844321304734867e-01,-3.810016493243984642e-02
4.911498948696201849e-01,-8.631333219289836212e-01,-1.156743408009956731e-01,-1.980141978882992565e-02
4.943665841125911009e-01,-8.608309932475770587e-01,-1.207043108787215074e-01,-1.466598967344585891e-03
4.971054369211698187e-01,-8.583896817114174960e-01,-1.255708279801305838e-01,1.689100574768945956e-02
4.993654541253338408e-01,-8.558157412597272584e-01,-1.302706013533759533e-01,3.525805810439040788e-02
