ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
7.800000000000288480e+01,5.900000000000284217e+01,8.057106264176647414e+01
7.650000000000287059e+01,5.750000000000283507e+01,8.056119814328630468e+01
7.500000000000287059e+01,5.600000000000282796e+01,8.055150404350349902e+01
7.350000000000285638e+01,5.450000000000282085e+01,8.054197739896214614e+01
7.200000000000285638e+01,5.300000000000280664e+01,8.053261531705143739e+01
7.050000000000284217e+01,5.150000000000279954e+01,8.052341495512737879e+01
6.900000000000282796e+01,5.000000000000279243e+01,8.051437351964949585e+01
6.750000000000282796e+01,4.850000000000278533e+01,8.050548826533285762e+01
6.600000000000281375e+01,4.700000000000277822e+01,8.049675649431435431e+01
6.450000000000281375e+01,4.550000000000277112e+01,8.048817555533361201e+01
6.300000000000279954e+01,4.400000000000275691e+01,8.047974284292793357e+01
6.150000000000279243e+01,4.250000000000274980e+01,8.047145579664122295e+01
6.000000000000277822e+01,4.100000000000274269e+01,8.046331190024650937e+01
5.850000000000277112e+01,3.950000000000273559e+01,8.045530868098200017e+01
5.700000000000276401e+01,3.800000000000272848e+01,8.044744370880022188e+01
5.550000000000275691e+01,3.650000000000271427e+01,8.043971459563013582e+01
5.400000000000274980e+01,3.500000000000270717e+01,8.043211899465212866e+01
5.250000000000274269e+01,3.350000000000270006e+01,8.042465459958540919e+01
5.100000000000272848e+01,3.200000000000269296e+01,8.041731914398766889e+01
4.950000000000272138e+01,3.050000000000268230e+01,8.041011040056700665e+01
4.800000000000271427e+01,2.900000000000267519e+01,8.040302618050563410e+01
4.650000000000270717e+01,2.750000000000266454e+01,8.039606433279521980e+01
4.500000000000270006e+01,2.600000000000265743e+01,8.038922274358387199e+01
4.350000000000268585e+01,2.450000000000265032e+01,8.038249933553419169e+01
4.200000000000267875e+01,2.300000000000263967e+01,8.037589206719252388e+01
4.050000000000267164e+01,2.150000000000263256e+01,8.036939893236922217e+01
3.900000000000266454e+01,2.000000000000262190e+01,8.036301795952941518e+01
3.750000000000265743e+01,1.850000000000261480e+01,8.035674721119440278e+01
3.600000000000264322e+01,1.700000000000260769e+01,8.035058478335332666e+01
3.450000000000263611e+01,1.550000000000259881e+01,8.034452880488508697e+01
3.300000000000262901e+01,1.400000000000258993e+01,8.033857743699023501e+01
3.150000000000262190e+01,1.250000000000258105e+01,8.033272887263260031e+01
3.000000000000261124e+01,1.100000000000257216e+01,8.032698133599068058e+01
2.850000000000260414e+01,9.500000000002565059e+00,8.032133308191831134e+01
2.700000000000259348e+01,8.000000000002556177e+00,8.031578239541495634e+01
2.550000000000258638e+01,6.500000000002547296e+00,8.031032759110485131e+01
2.400000000000257927e+01,5.000000000002538414e+00,8.030496701272534210e+01
2.250000000000256861e+01,3.500000000002530420e+00,8.029969903262383468e+01
2.100000000000256151e+01,2.000000000002521983e+00,8.029452205126384001e+01
1.950000000000255440e+01,5.000000000025133229e-01,8.028943449673901966e+01
1.800000000000254374e+01,-9.999999999974951148e-01,8.028443482429612743e+01
1.650000000000253664e+01,-2.499999999997503775e+00,8.027952151586592322e+01
1.500000000000252776e+01,-3.999999999997512212e+00,8.027469307960205924e+01
1.350000000000251887e+01,-5.499999999997520206e+00,8.026994804942835060e+01
1.200000000000250999e+01,-6.999999999997529088e+00,8.026528498459349237e+01
1.050000000000250111e+01,-8.499999999997537969e+00,8.026070246923362106e+01
9.000000000002494005e+00,-9.999999999997546851e+00,8.025619911194239364e+01
7.500000000002485123e+00,-1.149999999999755396e+01,8.025177354534859830e+01
6.000000000002476241e+00,-1.299999999999756284e+01,8.024742442570079959e+01
4.500000000002468248e+00,-1.449999999999757172e+01,8.024315043245950108e+01
3.000000000002459810e+00,-1.599999999999758060e+01,8.023895026789605822e+01
1.500000000002451150e+00,-1.749999999999758771e+01,8.023482265669876767e+01
2.442665995363980878e-12,-1.899999999999759837e+01,8.023076634558560727e+01
-1.499999999997565725e+00,-2.049999999999760547e+01,8.022678010292355566e+01
-2.999999999997574385e+00,-2.199999999999761258e+01,8.022286271835486104e+01
-4.499999999997582378e+00,-2.349999999999762323e+01,8.021901300242932109e+01
-5.999999999997591260e+00,-2.499999999999763034e+01,8.021522978624322775e+01
-7.499999999997600142e+00,-2.649999999999763745e+01,8.021151192108450800e+01
-8.999999999997609024e+00,-2.799999999999764810e+01,8.020785827808376212e+01
-1.049999999999761613e+01,-2.949999999999765521e+01,8.020426774787171098e+01
-1.199999999999762501e+01,-3.099999999999766587e+01,8.020073924024214307e+01
-1.349999999999763389e+01,-3.249999999999767653e+01,8.019727168382111415e+01
-1.499999999999764277e+01,-3.399999999999768363e+01,8.019386402574139083e+01
-1.649999999999765166e+01,-3.549999999999769074e+01,8.019051523132303316e+01
-1.799999999999765876e+01,-3.699999999999769784e+01,8.018722428375897948e+01
-1.949999999999766587e+01,-3.849999999999770495e+01,8.018399018380650034e+01
-2.099999999999767653e+01,-3.999999999999771205e+01,8.018081194948368307e+01
-2.249999999999768363e+01,-4.149999999999772626e+01,8.017768861577138750e+01
-2.399999999999769429e+01,-4.299999999999773337e+01,8.017461923431997661e+01
-2.549999999999770139e+01,-4.449999999999774047e+01,8.017160287316171718e+01
-2.699999999999770850e+01,-4.599999999999774758e+01,8.016863861642752909e+01
-2.849999999999771916e+01,-4.749999999999775468e+01,8.016572556406904937e+01
-2.999999999999772626e+01,-4.899999999999776890e+01,8.016286283158520121e+01
-3.149999999999773692e+01,-5.049999999999777600e+01,8.016004954975385033e+01
-3.299999999999774047e+01,-5.199999999999778311e+01,8.015728486436763944e+01
-3.449999999999775468e+01,-5.349999999999779021e+01,8.015456793597476803e+01
-3.599999999999776179e+01,-5.499999999999779732e+01,8.015189793962413489e+01
-3.749999999999776890e+01,-5.649999999999781153e+01,8.014927406461470127e+01
-3.899999999999777600e+01,-5.799999999999781863e+01,8.014669551424941574e+01
-4.049999999999778311e+01,-5.949999999999782574e+01,8.014416150559343066e+01
-4.199999999999779732e+01,-6.099999999999783284e+01,8.014167126923611306e+01
-4.349999999999780442e+01,-6.249999999999783995e+01,8.013922404905773078e+01
-4.499999999999781153e+01,-6.399999999999785416e+01,8.013681910199959191e+01
-4.649999999999781863e+01,-6.549999999999785416e+01,8.013445569783861799e+01
-4.799999999999782574e+01,-6.699999999999786837e+01,8.013213311896552682e+01
-4.949999999999783995e+01,-6.849999999999788258e+01,8.012985066016699420e+01
-5.099999999999784706e+01,-6.999999999999788258e+01,8.012760762841148221e+01
-5.249999999999785416e+01,-7.149999999999789679e+01,8.012540334263883324e+01
-5.399999999999786127e+01,-7.299999999999789679e+01,8.012323713355353050e+01
-5.549999999999786837e+01,-7.449999999999791100e+01,8.012110834342139754e+01
-5.699999999999788258e+01,-7.599999999999792522e+01,8.011901632586983624e+01
-5.849999999999788969e+01,-7.749999999999792522e+01,8.011696044569173125e+01
-5.999999999999789679e+01,-7.899999999999793943e+01,8.011494007865246658e+01
-6.149999999999790390e+01,-8.049999999999793943e+01,8.011295461130045226e+01
-6.299999999999791100e+01,-8.199999999999795364e+01,8.011100344078077740e+01
-6.449999999999792522e+01,-8.349999999999796785e+01,8.010908597465220282e+01
-6.599999999999792522e+01,-8.499999999999796785e+01,8.010720163070730848e+01
-6.749999999999793943e+01,-8.649999999999798206e+01,8.010534983679565357e+01
-6.899999999999795364e+01,-8.799999999999798206e+01,8.010353003065013411e+01
-7.049999999999795364e+01,-8.949999999999799627e+01,8.010174165971619686e+01
1.080000000000020322e+02,-8.900000000000198952e+01,-9.990001581901596239e+01
1.065000000000020322e+02,-8.750000000000198952e+01,-9.990174293917618797e+01
1.050000000000020179e+02,-8.600000000000197531e+01,-9.990344022517646749e+01
1.035000000000020037e+02,-8.450000000000197531e+01,-9.990510819237010764e+01
1.020000000000020037e+02,-8.300000000000196110e+01,-9.990674734720826677e+01
1.005000000000019895e+02,-8.150000000000194689e+01,-9.990835818739365948e+01
9.900000000000198952e+01,-8.000000000000194689e+01,-9.990994120203171747e+01
9.750000000000197531e+01,-7.850000000000193268e+01,-9.991149687177914984e+01
9.600000000000196110e+01,-7.700000000000193268e+01,-9.991302566898980331e+01
9.450000000000196110e+01,-7.550000000000191847e+01,-9.991452805785803548e+01
9.300000000000194689e+01,-7.400000000000190425e+01,-9.991600449455988553e+01
9.150000000000194689e+01,-7.250000000000190425e+01,-9.991745542739131736e+01
9.000000000000193268e+01,-7.100000000000189004e+01,-9.991888129690454434e+01
8.850000000000191847e+01,-6.950000000000189004e+01,-9.992028253604166821e+01
8.700000000000191847e+01,-6.800000000000187583e+01,-9.992165957026618628e+01
8.550000000000190425e+01,-6.650000000000186162e+01,-9.992301281769215393e+01
8.400000000000190425e+01,-6.500000000000186162e+01,-9.992434268921120122e+01
8.250000000000189004e+01,-6.350000000000185452e+01,-9.992564958861717628e+01
8.100000000000187583e+01,-6.200000000000184031e+01,-9.992693391272881343e+01
7.950000000000187583e+01,-6.050000000000183320e+01,-9.992819605151031226e+01
7.800000000000186162e+01,-5.900000000000182609e+01,-9.992943638818960039e+01
7.650000000000186162e+01,-5.750000000000181899e+01,-9.993065529937473457e+01
7.500000000000184741e+01,-5.600000000000181188e+01,-9.993185315516828382e+01
7.350000000000183320e+01,-5.450000000000179767e+01,-9.993303031927972313e+01
7.200000000000183320e+01,-5.300000000000179057e+01,-9.993418714913578071e+01
7.050000000000181899e+01,-5.150000000000178346e+01,-9.993532399598906579e+01
6.900000000000181899e+01,-5.000000000000177636e+01,-9.993644120502465000e+01
6.750000000000180478e+01,-4.850000000000176925e+01,-9.993753911546492930e+01
6.600000000000180478e+01,-4.700000000000175504e+01,-9.993861806067253895e+01
6.450000000000179057e+01,-4.550000000000174794e+01,-9.993967836825163431e+01
6.300000000000178346e+01,-4.400000000000174083e+01,-9.994072036014742366e+01
6.150000000000176925e+01,-4.250000000000173372e+01,-9.994174435274378254e+01
6.000000000000176215e+01,-4.100000000000172662e+01,-9.994275065695947546e+01
5.850000000000175504e+01,-3.950000000000171241e+01,-9.994373957834238809e+01
5.700000000000174794e+01,-3.800000000000170530e+01,-9.994471141716243778e+01
5.550000000000174083e+01,-3.650000000000169820e+01,-9.994566646850267944e+01
5.400000000000172662e+01,-3.500000000000169109e+01,-9.994660502234894750e+01
5.250000000000171951e+01,-3.350000000000168399e+01,-9.994752736367786383e+01
5.100000000000171241e+01,-3.200000000000167688e+01,-9.994843377254338179e+01
4.950000000000170530e+01,-3.050000000000166622e+01,-9.994932452416178137e+01
4.800000000000169820e+01,-2.900000000000165556e+01,-9.995019988899539953e+01
4.650000000000169109e+01,-2.750000000000164846e+01,-9.995106013283447055e+01
4.500000000000167688e+01,-2.600000000000164135e+01,-9.995190551687811364e+01
4.350000000000166978e+01,-2.450000000000163070e+01,-9.995273629781347324e+01
4.200000000000166267e+01,-2.300000000000162359e+01,-9.995355272789363710e+01
4.050000000000165556e+01,-2.150000000000161293e+01,-9.995435505501431805e+01
3.900000000000164846e+01,-2.000000000000160583e+01,-9.995514352278914316e+01
3.750000000000163425e+01,-1.850000000000159872e+01,-9.995591837062355012e+01
3.600000000000162714e+01,-1.700000000000158806e+01,-9.995667983378746158e+01
3.450000000000162004e+01,-1.550000000000158096e+01,-9.995742814348677996e+01
3.300000000000161293e+01,-1.400000000000157208e+01,-9.995816352693361750e+01
3.150000000000160227e+01,-1.250000000000156319e+01,-9.995888620741523312e+01
3.000000000000159517e+01,-1.100000000000155431e+01,-9.995959640436174709e+01
2.850000000000158451e+01,-9.500000000001547207e+00,-9.996029433341300319e+01
2.700000000000157740e+01,-8.000000000001538325e+00,-9.996098020648373961e+01
2.550000000000157030e+01,-6.500000000001529443e+00,-9.996165423182820575e+01
2.400000000000155964e+01,-5.000000000001520561e+00,-9.996231661410327263e+01
2.250000000000155254e+01,-3.500000000001512568e+00,-9.996296755443052007e+01
2.100000000000154188e+01,-2.000000000001504130e+00,-9.996360725045741447e+01
1.950000000000153477e+01,-5.000000000014955814e-01,-9.996423589641722174e+01
1.800000000000152767e+01,9.999999999985128563e-01,-9.996485368318809606e+01
1.650000000000151701e+01,2.499999999998521183e+00,-9.996546079835098908e+01
1.500000000000150990e+01,3.999999999998530065e+00,-9.996605742624653601e+01
1.350000000000150102e+01,5.499999999998538058e+00,-9.996664374803106057e+01
1.200000000000149214e+01,6.999999999998546940e+00,-9.996721994173171311e+01
1.050000000000148503e+01,8.499999999998555822e+00,-9.996778618230027291e+01
9.000000000001476153e+00,9.999999999998562927e+00,-9.996834264166652417e+01
7.500000000001467271e+00,1.149999999999857181e+01,-9.996888948879033876e+01
6.000000000001458389e+00,1.299999999999858069e+01,-9.996942688971296320e+01
4.500000000001450395e+00,1.449999999999858957e+01,-9.996995500760736775e+01
3.000000000001441958e+00,1.599999999999859845e+01,-9.997047400282808383e+01
1.500000000001433298e+00,1.749999999999860734e+01,-9.997098403295952096e+01
1.424888497295655512e-12,1.899999999999861444e+01,-9.997148525286399945e+01
-1.499999999998583577e+00,2.049999999999862155e+01,-9.997197781472890199e+01
-2.999999999998592237e+00,2.199999999999863221e+01,-9.997246186811253210e+01
-4.499999999998600231e+00,2.349999999999863931e+01,-9.997293755998990150e+01
-5.999999999998609113e+00,2.499999999999864997e+01,-9.997340503479709639e+01
-7.499999999998617106e+00,2.649999999999865707e+01,-9.997386443447521742e+01
-8.999999999998625100e+00,2.799999999999866418e+01,-9.997431589851355227e+01
-1.049999999999863398e+01,2.949999999999867484e+01,-9.997475956399178187e+01
-1.199999999999864286e+01,3.099999999999868194e+01,-9.997519556562180298e+01
-1.349999999999865175e+01,3.249999999999869260e+01,-9.997562403578835699e+01
-1.499999999999866063e+01,3.399999999999869971e+01,-9.997604510458945981e+01
-1.649999999999866773e+01,3.549999999999870681e+01,-9.997645889987579437e+01
-1.799999999999867839e+01,3.699999999999871392e+01,-9.997686554728957731e+01
-1.949999999999868550e+01,3.849999999999872813e+01,-9.997726517030271509e+01
-2.099999999999869260e+01,3.999999999999873523e+01,-9.997765789025426386e+01
-2.249999999999870326e+01,4.149999999999874234e+01,-9.997804382638719289e+01
-2.399999999999871036e+01,4.299999999999874944e+01,-9.997842309588480703e+01
-2.549999999999871747e+01,4.449999999999875655e+01,-9.997879581390606063e+01
-2.699999999999872813e+01,4.599999999999876366e+01,-9.997916209362075790e+01
-2.849999999999873523e+01,4.749999999999877787e+01,-9.997952204624377259e+01
-2.999999999999874589e+01,4.899999999999878497e+01,-9.997987578106889828e+01
-3.149999999999875300e+01,5.049999999999879208e+01,-9.998022340550193121e+01
-3.299999999999876366e+01,5.199999999999879918e+01,-9.998056502509336951e+01
-3.449999999999877076e+01,5.349999999999880629e+01,-9.998090074357047286e+01
-3.599999999999877787e+01,5.499999999999882050e+01,-9.998123066286868266e+01
-3.749999999999878497e+01,5.649999999999882760e+01,-9.998155488316265860e+01
-3.899999999999879208e+01,5.799999999999883471e+01,-9.998187350289663300e+01
-4.049999999999880629e+01,5.949999999999884182e+01,-9.998218661881429625e+01
-4.199999999999881339e+01,6.099999999999884892e+01,-9.998249432598821329e+01
-4.349999999999882050e+01,6.249999999999886313e+01,-9.998279671784864320e+01
-4.499999999999882760e+01,6.399999999999887024e+01,-9.998309388621203198e+01
-4.649999999999883471e+01,6.549999999999887734e+01,-9.998338592130863844e+01
-4.799999999999884892e+01,6.699999999999889155e+01,-9.998367291181023120e+01
-4.949999999999885603e+01,6.849999999999889155e+01,-9.998395494485679080e+01
-5.099999999999886313e+01,6.999999999999890576e+01,-9.998423210608308409e+01
-5.249999999999887024e+01,7.149999999999890576e+01,-9.998450447964458476e+01
-5.399999999999887734e+01,7.299999999999891998e+01,-9.998477214824308135e+01
-5.549999999999889155e+01,7.449999999999893419e+01,-9.998503519315185883e+01
-5.699999999999889866e+01,7.599999999999893419e+01,-9.998529369424021240e+01
-5.849999999999890576e+01,7.749999999999894840e+01,-9.998554772999777640e+01
-5.999999999999891287e+01,7.899999999999894840e+01,-9.998579737755838437e+01
-6.149999999999891998e+01,8.049999999999896261e+01,-9.998604271272348853e+01
-6.299999999999893419e+01,8.199999999999897682e+01,-9.998628380998506771e+01
-6.449999999999893419e+01,8.349999999999897682e+01,-9.998652074254844990e+01
-6.599999999999894840e+01,8.499999999999899103e+01,-9.998675358235432498e+01
-6.749999999999896261e+01,8.649999999999899103e+01,-9.998698240010071459e+01
-6.899999999999896261e+01,8.799999999999900524e+01,-9.998720726526443059e+01
-7.049999999999897682e+01,8.949999999999901945e+01,-9.998742824612210711e+01
1.080000000000010232e+02,8.900000000000098055e+01,8.001235459022902319e+01
1.065000000000010090e+02,8.750000000000096634e+01,8.001214117785072233e+01
1.050000000000009948e+02,8.600000000000096634e+01,8.001193145194378076e+01
1.035000000000009948e+02,8.450000000000095213e+01,8.001172534882836374e+01
1.020000000000009805e+02,8.300000000000093792e+01,8.001152280592458510e+01
1.005000000000009805e+02,8.150000000000093792e+01,8.001132376173360683e+01
9.900000000000096634e+01,8.000000000000092371e+01,8.001112815581888071e+01
9.750000000000095213e+01,7.850000000000092371e+01,8.001093592878783056e+01
9.600000000000095213e+01,7.700000000000090949e+01,8.001074702227388968e+01
9.450000000000093792e+01,7.550000000000089528e+01,8.001056137891862363e+01
9.300000000000093792e+01,7.400000000000089528e+01,8.001037894235446402e+01
9.150000000000092371e+01,7.250000000000088107e+01,8.001019965718748495e+01
9.000000000000090949e+01,7.100000000000088107e+01,8.001002346898070527e+01
8.850000000000090949e+01,6.950000000000086686e+01,8.000985032423737664e+01
8.700000000000089528e+01,6.800000000000085265e+01,8.000968017038498203e+01
8.550000000000089528e+01,6.650000000000085265e+01,8.000951295575899280e+01
8.400000000000088107e+01,6.500000000000083844e+01,8.000934862958746407e+01
8.250000000000086686e+01,6.350000000000083134e+01,8.000918714197540282e+01
8.100000000000086686e+01,6.200000000000082423e+01,8.000902844388974700e+01
7.950000000000085265e+01,6.050000000000081712e+01,8.000887248714437305e+01
7.800000000000085265e+01,5.900000000000081002e+01,8.000871922438554407e+01
7.650000000000083844e+01,5.750000000000080291e+01,8.000856860907748569e+01
7.500000000000082423e+01,5.600000000000078870e+01,8.000842059548836005e+01
7.350000000000082423e+01,5.450000000000078160e+01,8.000827513867623964e+01
7.200000000000081002e+01,5.300000000000077449e+01,8.000813219447550750e+01
7.050000000000081002e+01,5.150000000000076739e+01,8.000799171948348487e+01
6.900000000000079581e+01,5.000000000000076028e+01,8.000785367104721502e+01
6.750000000000078160e+01,4.850000000000074607e+01,8.000771800725054561e+01
6.600000000000078160e+01,4.700000000000073896e+01,8.000758468690136738e+01
6.450000000000076739e+01,4.550000000000073186e+01,8.000745366951912274e+01
6.300000000000076028e+01,4.400000000000072475e+01,8.000732491532252766e+01
6.150000000000075318e+01,4.250000000000071765e+01,8.000719838521746397e+01
6.000000000000074607e+01,4.100000000000070344e+01,8.000707404078508489e+01
5.850000000000073896e+01,3.950000000000069633e+01,8.000695184427024742e+01
5.700000000000073186e+01,3.800000000000068923e+01,8.000683175856994467e+01
5.550000000000071765e+01,3.650000000000068212e+01,8.000671374722217877e+01
5.400000000000071054e+01,3.500000000000067502e+01,8.000659777439464904e+01
5.250000000000070344e+01,3.350000000000066080e+01,8.000648380487409383e+01
5.100000000000069633e+01,3.200000000000065370e+01,8.000637180405550453e+01
4.950000000000068923e+01,3.050000000000064659e+01,8.000626173793169471e+01
4.800000000000067502e+01,2.900000000000063949e+01,8.000615357308286946e+01
4.650000000000066791e+01,2.750000000000062883e+01,8.000604727666650717e+01
4.500000000000066080e+01,2.600000000000062172e+01,8.000594281640746885e+01
4.350000000000065370e+01,2.450000000000061462e+01,8.000584016058809311e+01
4.200000000000064659e+01,2.300000000000060396e+01,8.000573927803857543e+01
4.050000000000063949e+01,2.150000000000059686e+01,8.000564013812754638e+01
3.900000000000062528e+01,2.000000000000058620e+01,8.000554271075284873e+01
3.750000000000061817e+01,1.850000000000057909e+01,8.000544696633217256e+01
3.600000000000061107e+01,1.700000000000057199e+01,8.000535287579432975e+01
3.450000000000060396e+01,1.550000000000056311e+01,8.000526041057027271e+01
3.300000000000059686e+01,1.400000000000055422e+01,8.000516954258438318e+01
3.150000000000058620e+01,1.250000000000054534e+01,8.000508024424608777e+01
3.000000000000057554e+01,1.100000000000053646e+01,8.000499248844140254e+01
2.850000000000056843e+01,9.500000000000529354e+00,8.000490624852474753e+01
2.700000000000056133e+01,8.000000000000520473e+00,8.000482149831070444e+01
2.550000000000055067e+01,6.500000000000511591e+00,8.000473821206627179e+01
2.400000000000054357e+01,5.000000000000503597e+00,8.000465636450296358e+01
2.250000000000053291e+01,3.500000000000494715e+00,8.000457593076907870e+01
2.100000000000052580e+01,2.000000000000486278e+00,8.000449688644219748e+01
1.950000000000051870e+01,5.000000000004778400e-01,8.000441920752183478e+01
1.800000000000050804e+01,-9.999999999995307087e-01,8.000434287042202186e+01
1.650000000000050093e+01,-2.499999999999539035e+00,8.000426785196425783e+01
1.500000000000049205e+01,-3.999999999999547473e+00,8.000419412937036157e+01
1.350000000000048317e+01,-5.499999999999555911e+00,8.000412168025570736e+01
1.200000000000047429e+01,-6.999999999999564793e+00,8.000405048262230423e+01
1.050000000000046718e+01,-8.499999999999573674e+00,8.000398051485213102e+01
9.000000000000458300e+00,-9.999999999999580780e+00,8.000391175570064206e+01
7.500000000000449418e+00,-1.149999999999958966e+01,8.000384418429018751e+01
6.000000000000441425e+00,-1.299999999999959854e+01,8.000377778010381746e+01
4.500000000000432543e+00,-1.449999999999960743e+01,8.000371252297900071e+01
3.000000000000424105e+00,-1.599999999999961631e+01,8.000364839310147147e+01
1.500000000000415668e+00,-1.749999999999962341e+01,8.000358537099920397e+01
4.071109992273301463e-13,-1.899999999999963407e+01,8.000352343753655759e+01
-1.499999999999601430e+00,-2.049999999999964118e+01,8.000346257390850724e+01
-2.999999999999609646e+00,-2.199999999999964828e+01,8.000340276163473163e+01
-4.499999999999618083e+00,-2.349999999999965894e+01,8.000334398255428425e+01
-5.999999999999626965e+00,-2.499999999999966604e+01,8.000328621881979529e+01
-7.499999999999634959e+00,-2.649999999999967315e+01,8.000322945289224208e+01
-8.999999999999642952e+00,-2.799999999999968381e+01,8.000317366753559156e+01
-1.049999999999965183e+01,-2.949999999999969091e+01,8.000311884581149968e+01
-1.199999999999966072e+01,-3.099999999999970157e+01,8.000306497107425230e+01
-1.349999999999966960e+01,-3.249999999999970868e+01,8.000301202696567771e+01
-1.499999999999967848e+01,-3.399999999999971578e+01,8.000295999741017283e+01
-1.649999999999968736e+01,-3.549999999999972289e+01,8.000290886660975787e+01
-1.799999999999969447e+01,-3.699999999999973710e+01,8.000285861903945772e+01
-1.949999999999970157e+01,-3.849999999999974420e+01,8.000280923944238509e+01
-2.099999999999971223e+01,-3.999999999999975131e+01,8.000276071282517876e+01
-2.249999999999971934e+01,-4.149999999999975842e+01,8.000271302445361243e+01
-2.399999999999972999e+01,-4.299999999999976552e+01,8.000266615984777729e+01
-2.549999999999973710e+01,-4.449999999999977973e+01,8.000262010477810293e+01
-2.699999999999974420e+01,-4.599999999999978684e+01,8.000257484526066776e+01
-2.849999999999975486e+01,-4.749999999999979394e+01,8.000253036755313474e+01
-2.999999999999976197e+01,-4.899999999999980105e+01,8.000248665815061599e+01
-3.149999999999977263e+01,-5.049999999999980815e+01,8.000244370378140957e+01
-3.299999999999977973e+01,-5.199999999999982236e+01,8.000240149140314827e+01
-3.449999999999978684e+01,-5.349999999999982947e+01,8.000236000819873539e+01
-3.599999999999979394e+01,-5.499999999999983658e+01,8.000231924157249352e+01
-3.749999999999980815e+01,-5.649999999999984368e+01,8.000227917914622822e+01
-3.899999999999981526e+01,-5.799999999999985079e+01,8.000223980875570362e+01
-4.049999999999982236e+01,-5.949999999999985789e+01,8.000220111844669191e+01
-4.199999999999982947e+01,-6.099999999999987210e+01,8.000216309647154844e+01
-4.349999999999983658e+01,-6.249999999999987921e+01,8.000212573128548854e+01
-4.499999999999984368e+01,-6.399999999999988631e+01,8.000208901154323371e+01
-4.649999999999985789e+01,-6.549999999999990052e+01,8.000205292609537366e+01
-4.799999999999986500e+01,-6.699999999999990052e+01,8.000201746398514047e+01
-4.949999999999987210e+01,-6.849999999999991473e+01,8.000198261444505476e+01
-5.099999999999987921e+01,-6.999999999999991473e+01,8.000194836689365729e+01
-5.249999999999988631e+01,-7.149999999999992895e+01,8.000191471093218354e+01
-5.399999999999990052e+01,-7.299999999999994316e+01,8.000188163634160787e+01
-5.549999999999990763e+01,-7.449999999999994316e+01,8.000184913307931822e+01
-5.699999999999991473e+01,-7.599999999999995737e+01,8.000181719127621705e+01
-5.849999999999992184e+01,-7.749999999999995737e+01,8.000178580123375127e+01
-5.999999999999992895e+01,-7.899999999999997158e+01,8.000175495342080012e+01
-6.149999999999994316e+01,-8.049999999999998579e+01,8.000172463847096083e+01
-6.299999999999995026e+01,-8.199999999999998579e+01,8.000169484717956436e+01
-6.449999999999995737e+01,-8.350000000000000000e+01,8.000166557050093274e+01
-6.599999999999997158e+01,-8.500000000000000000e+01,8.000163679954576423e+01
-6.749999999999997158e+01,-8.650000000000001421e+01,8.000160852557817748e+01
-6.899999999999998579e+01,-8.800000000000002842e+01,8.000158074001323882e+01
-7.049999999999998579e+01,-8.950000000000002842e+01,8.000155343441431910e+01
1.080000000000000000e+02,-8.899999999999995737e+01,-9.999847339950950698e+01
1.064999999999999858e+02,-8.749999999999995737e+01,-9.999849976990586242e+01
1.049999999999999858e+02,-8.599999999999994316e+01,-9.999852568478175385e+01
1.034999999999999716e+02,-8.449999999999992895e+01,-9.999855115200575995e+01
1.019999999999999716e+02,-8.299999999999992895e+01,-9.999857617931061782e+01
1.004999999999999574e+02,-8.149999999999991473e+01,-9.999860077429545413e+01
9.899999999999994316e+01,-7.999999999999991473e+01,-9.999862494442814409e+01
9.749999999999994316e+01,-7.849999999999990052e+01,-9.999864869704755677e+01
9.599999999999992895e+01,-7.699999999999988631e+01,-9.999867203936578619e+01
9.449999999999992895e+01,-7.549999999999988631e+01,-9.999869497847033983e+01
9.299999999999991473e+01,-7.399999999999987210e+01,-9.999871752132632707e+01
9.149999999999990052e+01,-7.249999999999987210e+01,-9.999873967477850556e+01
8.999999999999990052e+01,-7.099999999999985789e+01,-9.999876144555342705e+01
8.849999999999988631e+01,-6.949999999999984368e+01,-9.999878284026138431e+01
8.699999999999988631e+01,-6.799999999999984368e+01,-9.999880386539855692e+01
8.549999999999987210e+01,-6.649999999999982947e+01,-9.999882452734891558e+01
8.399999999999985789e+01,-6.499999999999982947e+01,-9.999884483238611210e+01
8.249999999999985789e+01,-6.349999999999981526e+01,-9.999886478667541212e+01
8.099999999999984368e+01,-6.199999999999980815e+01,-9.999888439627564196e+01
7.949999999999984368e+01,-6.049999999999980105e+01,-9.999890366714093659e+01
7.799999999999982947e+01,-5.899999999999979394e+01,-9.999892260512255859e+01
7.649999999999981526e+01,-5.749999999999977973e+01,-9.999894121597075980e+01
7.499999999999981526e+01,-5.599999999999977263e+01,-9.999895950533637290e+01
7.349999999999980105e+01,-5.449999999999976552e+01,-9.999897747877270149e+01
7.199999999999980105e+01,-5.299999999999975842e+01,-9.999899514173708326e+01
7.049999999999978684e+01,-5.149999999999975131e+01,-9.999901249959256688e+01
6.899999999999977263e+01,-4.999999999999973710e+01,-9.999902955760960310e+01
6.749999999999977263e+01,-4.849999999999972999e+01,-9.999904632096756529e+01
6.599999999999975842e+01,-4.699999999999972289e+01,-9.999906279475638371e+01
6.449999999999975842e+01,-4.549999999999971578e+01,-9.999907898397808026e+01
6.299999999999974420e+01,-4.399999999999970868e+01,-9.999909489354820380e+01
6.149999999999973710e+01,-4.249999999999969447e+01,-9.999911052829749281e+01
5.999999999999972999e+01,-4.099999999999968736e+01,-9.999912589297311172e+01
